"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0060629"	"regulation of homologous chromosome segregation"	"BP"	1	0	1
"GO:1904826"	"regulation of hydrogen sulfide biosynthetic process"	"BP"	1	0	1
"GO:1902071"	"regulation of hypoxia-inducible factor-1alpha signaling pathway"	"BP"	1	0	1
"GO:2000520"	"regulation of immunological synapse formation"	"BP"	1	0	1
"GO:0042669"	"regulation of inner ear auditory receptor cell fate specification"	"BP"	1	0	1
"GO:0045354"	"regulation of interferon-alpha biosynthetic process"	"BP"	1	0	1
"GO:0032658"	"regulation of interleukin-15 production"	"BP"	1	0	1
"GO:1903881"	"regulation of interleukin-17-mediated signaling pathway"	"BP"	1	0	1
"GO:1902205"	"regulation of interleukin-2-mediated signaling pathway"	"BP"	1	0	1
"GO:0045399"	"regulation of interleukin-3 biosynthetic process"	"BP"	1	0	1
"GO:0032672"	"regulation of interleukin-3 production"	"BP"	1	0	1
"GO:0045402"	"regulation of interleukin-4 biosynthetic process"	"BP"	1	0	1
"GO:0070103"	"regulation of interleukin-6-mediated signaling pathway"	"BP"	1	0	1
"GO:0030300"	"regulation of intestinal cholesterol absorption"	"BP"	1	0	1
"GO:1904729"	"regulation of intestinal lipid absorption"	"BP"	1	0	1
"GO:1905365"	"regulation of intralumenal vesicle formation"	"BP"	1	0	1
"GO:1902238"	"regulation of intrinsic apoptotic signaling pathway in response to osmotic stress by p53 class mediator"	"BP"	1	0	1
"GO:1905927"	"regulation of invadopodium disassembly"	"BP"	1	0	1
"GO:1904212"	"regulation of iodide transmembrane transport"	"BP"	1	0	1
"GO:1904201"	"regulation of iodide transport"	"BP"	1	0	1
"GO:0071658"	"regulation of IP-10 production"	"BP"	1	0	1
"GO:0035564"	"regulation of kidney size"	"BP"	1	0	1
"GO:1903195"	"regulation of L-dopa biosynthetic process"	"BP"	1	0	1
"GO:1903198"	"regulation of L-dopa decarboxylase activity"	"BP"	1	0	1
"GO:1903633"	"regulation of leucine-tRNA ligase activity"	"BP"	1	0	1
"GO:1904997"	"regulation of leukocyte adhesion to arterial endothelial cell"	"BP"	1	0	1
"GO:0035490"	"regulation of leukotriene production involved in inflammatory response"	"BP"	1	0	1
"GO:1900130"	"regulation of lipid binding"	"BP"	1	0	1
"GO:1903000"	"regulation of lipid transport across blood brain barrier"	"BP"	1	0	1
"GO:0060587"	"regulation of lipoprotein lipid oxidation"	"BP"	1	0	1
"GO:0034442"	"regulation of lipoprotein oxidation"	"BP"	1	0	1
"GO:1901246"	"regulation of lung ciliated cell differentiation"	"BP"	1	0	1
"GO:0033684"	"regulation of luteinizing hormone secretion"	"BP"	1	0	1
"GO:0002911"	"regulation of lymphocyte anergy"	"BP"	1	0	1
"GO:1902226"	"regulation of macrophage colony-stimulating factor signaling pathway"	"BP"	1	0	1
"GO:0034239"	"regulation of macrophage fusion"	"BP"	1	0	1
"GO:2000446"	"regulation of macrophage migration inhibitory factor signaling pathway"	"BP"	1	0	1
"GO:0010932"	"regulation of macrophage tolerance induction"	"BP"	1	0	1
"GO:2000718"	"regulation of maintenance of mitotic sister chromatid cohesion, centromeric"	"BP"	1	0	1
"GO:2000101"	"regulation of mammary stem cell proliferation"	"BP"	1	0	1
"GO:0071701"	"regulation of MAPK export from nucleus"	"BP"	1	0	1
"GO:0060375"	"regulation of mast cell differentiation"	"BP"	1	0	1
"GO:1904301"	"regulation of maternal process involved in parturition"	"BP"	1	0	1
"GO:0031494"	"regulation of mating type switching"	"BP"	1	0	1
"GO:1903056"	"regulation of melanosome organization"	"BP"	1	0	1
"GO:2000567"	"regulation of memory T cell activation"	"BP"	1	0	1
"GO:0061295"	"regulation of mesenchymal cell apoptotic process involved in mesonephric nephron morphogenesis"	"BP"	1	0	1
"GO:0072304"	"regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis"	"BP"	1	0	1
"GO:2000006"	"regulation of metanephric comma-shaped body morphogenesis"	"BP"	1	0	1
"GO:2000592"	"regulation of metanephric DCT cell differentiation"	"BP"	1	0	1
"GO:2000004"	"regulation of metanephric S-shaped body morphogenesis"	"BP"	1	0	1
"GO:0014006"	"regulation of microglia differentiation"	"BP"	1	0	1
"GO:1904139"	"regulation of microglial cell migration"	"BP"	1	0	1
"GO:0090226"	"regulation of microtubule nucleation by Ran protein signal transduction"	"BP"	1	0	1
"GO:0061884"	"regulation of mini excitatory postsynaptic potential"	"BP"	1	0	1
"GO:1905405"	"regulation of mitotic cohesin loading"	"BP"	1	0	1
"GO:0032888"	"regulation of mitotic spindle elongation"	"BP"	1	0	1
"GO:0040030"	"regulation of molecular function, epigenetic"	"BP"	1	0	1
"GO:2000437"	"regulation of monocyte extravasation"	"BP"	1	0	1
"GO:0032771"	"regulation of monophenol monooxygenase activity"	"BP"	1	0	1
"GO:1903837"	"regulation of mRNA 3'-UTR binding"	"BP"	1	0	1
"GO:1905610"	"regulation of mRNA cap binding"	"BP"	1	0	1
"GO:0031437"	"regulation of mRNA cleavage"	"BP"	1	0	1
"GO:1902629"	"regulation of mRNA stability involved in cellular response to UV"	"BP"	1	0	1
"GO:0010797"	"regulation of multivesicular body size involved in endosome transport"	"BP"	1	0	1
"GO:0032971"	"regulation of muscle filament sliding"	"BP"	1	0	1
"GO:0032972"	"regulation of muscle filament sliding speed"	"BP"	1	0	1
"GO:1905453"	"regulation of myeloid progenitor cell differentiation"	"BP"	1	0	1
"GO:0043519"	"regulation of myosin II filament organization"	"BP"	1	0	1
"GO:2000290"	"regulation of myotome development"	"BP"	1	0	1
"GO:2000759"	"regulation of N-terminal peptidyl-lysine acetylation"	"BP"	1	0	1
"GO:0090299"	"regulation of neural crest formation"	"BP"	1	0	1
"GO:1904799"	"regulation of neuron remodeling"	"BP"	1	0	1
"GO:0080164"	"regulation of nitric oxide metabolic process"	"BP"	1	0	1
"GO:1901229"	"regulation of non-canonical Wnt signaling pathway via JNK cascade"	"BP"	1	0	1
"GO:0051621"	"regulation of norepinephrine uptake"	"BP"	1	0	1
"GO:1902838"	"regulation of nuclear migration along microtubule"	"BP"	1	0	1
"GO:1903353"	"regulation of nucleus organization"	"BP"	1	0	1
"GO:0097298"	"regulation of nucleus size"	"BP"	1	0	1
"GO:2000226"	"regulation of pancreatic A cell differentiation"	"BP"	1	0	1
"GO:2000229"	"regulation of pancreatic stellate cell proliferation"	"BP"	1	0	1
"GO:1905089"	"regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization"	"BP"	1	0	1
"GO:0120093"	"regulation of peptidyl-lysine crotonylation"	"BP"	1	0	1
"GO:0100057"	"regulation of phenotypic switching by transcription from RNA polymerase II promoter"	"BP"	1	0	1
"GO:2001144"	"regulation of phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"	"BP"	1	0	1
"GO:1900161"	"regulation of phospholipid scramblase activity"	"BP"	1	0	1
"GO:2001163"	"regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues"	"BP"	1	0	1
"GO:2000167"	"regulation of planar cell polarity pathway involved in neural tube closure"	"BP"	1	0	1
"GO:1900098"	"regulation of plasma cell differentiation"	"BP"	1	0	1
"GO:0034444"	"regulation of plasma lipoprotein oxidation"	"BP"	1	0	1
"GO:1903906"	"regulation of plasma membrane raft polarization"	"BP"	1	0	1
"GO:0097036"	"regulation of plasma membrane sterol distribution"	"BP"	1	0	1
"GO:0002736"	"regulation of plasmacytoid dendritic cell cytokine production"	"BP"	1	0	1
"GO:0030860"	"regulation of polarized epithelial cell differentiation"	"BP"	1	0	1
"GO:0010967"	"regulation of polyamine biosynthetic process"	"BP"	1	0	1
"GO:1902232"	"regulation of positive thymic T cell selection"	"BP"	1	0	1
"GO:2000631"	"regulation of pre-miRNA processing"	"BP"	1	0	1
"GO:2000174"	"regulation of pro-T cell differentiation"	"BP"	1	0	1
"GO:0035565"	"regulation of pronephros size"	"BP"	1	0	1
"GO:0060904"	"regulation of protein folding in endoplasmic reticulum"	"BP"	1	0	1
"GO:1903636"	"regulation of protein import into mitochondrial outer membrane"	"BP"	1	0	1
"GO:1902528"	"regulation of protein linear polyubiquitination"	"BP"	1	0	1
"GO:1903567"	"regulation of protein localization to ciliary membrane"	"BP"	1	0	1
"GO:1905384"	"regulation of protein localization to presynapse"	"BP"	1	0	1
"GO:1902363"	"regulation of protein localization to spindle pole body"	"BP"	1	0	1
"GO:1900483"	"regulation of protein targeting to vacuolar membrane"	"BP"	1	0	1
"GO:1900276"	"regulation of proteinase activated receptor activity"	"BP"	1	0	1
"GO:0010849"	"regulation of proton-transporting ATPase activity, rotational mechanism"	"BP"	1	0	1
"GO:0120071"	"regulation of pyloric antrum smooth muscle contraction"	"BP"	1	0	1
"GO:1903167"	"regulation of pyrroline-5-carboxylate reductase activity"	"BP"	1	0	1
"GO:1903302"	"regulation of pyruvate kinase activity"	"BP"	1	0	1
"GO:0010520"	"regulation of reciprocal meiotic recombination"	"BP"	1	0	1
"GO:0099158"	"regulation of recycling endosome localization within postsynapse"	"BP"	1	0	1
"GO:1903402"	"regulation of renal phosphate excretion"	"BP"	1	0	1
"GO:2001151"	"regulation of renal water transport"	"BP"	1	0	1
"GO:1900062"	"regulation of replicative cell aging"	"BP"	1	0	1
"GO:1901419"	"regulation of response to alcohol"	"BP"	1	0	1
"GO:1902145"	"regulation of response to cell cycle checkpoint signaling"	"BP"	1	0	1
"GO:1902153"	"regulation of response to DNA damage checkpoint signaling"	"BP"	1	0	1
"GO:1902151"	"regulation of response to DNA integrity checkpoint signaling"	"BP"	1	0	1
"GO:2000206"	"regulation of ribosomal small subunit export from nucleus"	"BP"	1	0	1
"GO:2000200"	"regulation of ribosomal subunit export from nucleus"	"BP"	1	0	1
"GO:1902442"	"regulation of ripoptosome assembly involved in necroptotic process"	"BP"	1	0	1
"GO:1905255"	"regulation of RNA binding transcription factor activity"	"BP"	1	0	1
"GO:0014717"	"regulation of satellite cell activation involved in skeletal muscle regeneration"	"BP"	1	0	1
"GO:0062025"	"regulation of SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"	"BP"	1	0	1
"GO:1904266"	"regulation of Schwann cell chemotaxis"	"BP"	1	0	1
"GO:1905044"	"regulation of Schwann cell proliferation involved in axon regeneration"	"BP"	1	0	1
"GO:0090182"	"regulation of secretion of lysosomal enzymes"	"BP"	1	0	1
"GO:1904569"	"regulation of selenocysteine incorporation"	"BP"	1	0	1
"GO:1904573"	"regulation of selenocysteine insertion sequence binding"	"BP"	1	0	1
"GO:2001260"	"regulation of semaphorin-plexin signaling pathway"	"BP"	1	0	1
"GO:1904790"	"regulation of shelterin complex assembly"	"BP"	1	0	1
"GO:1902504"	"regulation of signal transduction involved in mitotic G2 DNA damage checkpoint"	"BP"	1	0	1
"GO:0100001"	"regulation of skeletal muscle contraction by action potential"	"BP"	1	0	1
"GO:0014861"	"regulation of skeletal muscle contraction via regulation of action potential"	"BP"	1	0	1
"GO:1902809"	"regulation of skeletal muscle fiber differentiation"	"BP"	1	0	1
"GO:1904204"	"regulation of skeletal muscle hypertrophy"	"BP"	1	0	1
"GO:0031449"	"regulation of slow-twitch skeletal muscle fiber contraction"	"BP"	1	0	1
"GO:1904347"	"regulation of small intestine smooth muscle contraction"	"BP"	1	0	1
"GO:1904675"	"regulation of somatic stem cell division"	"BP"	1	0	1
"GO:1901304"	"regulation of spermidine biosynthetic process"	"BP"	1	0	1
"GO:2000754"	"regulation of sphingomyelin catabolic process"	"BP"	1	0	1
"GO:0032887"	"regulation of spindle elongation"	"BP"	1	0	1
"GO:0060721"	"regulation of spongiotrophoblast cell proliferation"	"BP"	1	0	1
"GO:1904048"	"regulation of spontaneous neurotransmitter secretion"	"BP"	1	0	1
"GO:0048686"	"regulation of sprouting of injured axon"	"BP"	1	0	1
"GO:0061105"	"regulation of stomach neuroendocrine cell differentiation"	"BP"	1	0	1
"GO:0060542"	"regulation of strand invasion"	"BP"	1	0	1
"GO:1904235"	"regulation of substrate-dependent cell migration, cell attachment to substrate"	"BP"	1	0	1
"GO:1904229"	"regulation of succinate dehydrogenase activity"	"BP"	1	0	1
"GO:1903182"	"regulation of SUMO transferase activity"	"BP"	1	0	1
"GO:0060092"	"regulation of synaptic transmission, glycinergic"	"BP"	1	0	1
"GO:0098694"	"regulation of synaptic vesicle budding from presynaptic endocytic zone membrane"	"BP"	1	0	1
"GO:0003068"	"regulation of systemic arterial blood pressure by acetylcholine"	"BP"	1	0	1
"GO:0003050"	"regulation of systemic arterial blood pressure by atrial natriuretic peptide"	"BP"	1	0	1
"GO:0001980"	"regulation of systemic arterial blood pressure by ischemic conditions"	"BP"	1	0	1
"GO:0003070"	"regulation of systemic arterial blood pressure by neurotransmitter"	"BP"	1	0	1
"GO:0001992"	"regulation of systemic arterial blood pressure by vasopressin"	"BP"	1	0	1
"GO:0002667"	"regulation of T cell anergy"	"BP"	1	0	1
"GO:2000328"	"regulation of T-helper 17 cell lineage commitment"	"BP"	1	0	1
"GO:0032207"	"regulation of telomere maintenance via recombination"	"BP"	1	0	1
"GO:1905547"	"regulation of telomeric heterochromatin assembly"	"BP"	1	0	1
"GO:1901580"	"regulation of telomeric RNA transcription from RNA pol II promoter"	"BP"	1	0	1
"GO:2000331"	"regulation of terminal button organization"	"BP"	1	0	1
"GO:2000730"	"regulation of termination of RNA polymerase I transcription"	"BP"	1	0	1
"GO:2000224"	"regulation of testosterone biosynthetic process"	"BP"	1	0	1
"GO:0086092"	"regulation of the force of heart contraction by cardiac conduction"	"BP"	1	0	1
"GO:2000410"	"regulation of thymocyte migration"	"BP"	1	0	1
"GO:2000612"	"regulation of thyroid-stimulating hormone secretion"	"BP"	1	0	1
"GO:1905073"	"regulation of tight junction disassembly"	"BP"	1	0	1
"GO:0060164"	"regulation of timing of neuron differentiation"	"BP"	1	0	1
"GO:0002649"	"regulation of tolerance induction to self antigen"	"BP"	1	0	1
"GO:0034155"	"regulation of toll-like receptor 7 signaling pathway"	"BP"	1	0	1
"GO:0032679"	"regulation of TRAIL production"	"BP"	1	0	1
"GO:0000409"	"regulation of transcription by galactose"	"BP"	1	0	1
"GO:2001207"	"regulation of transcription elongation from RNA polymerase I promoter"	"BP"	1	0	1
"GO:1901483"	"regulation of transcription factor catabolic process"	"BP"	1	0	1
"GO:0000431"	"regulation of transcription from RNA polymerase II promoter by galactose"	"BP"	1	0	1
"GO:0061216"	"regulation of transcription from RNA polymerase II promoter involved in mesonephros development"	"BP"	1	0	1
"GO:0021918"	"regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment"	"BP"	1	0	1
"GO:1902064"	"regulation of transcription from RNA polymerase II promoter involved in spermatogenesis"	"BP"	1	0	1
"GO:0021912"	"regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification"	"BP"	1	0	1
"GO:0021913"	"regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification"	"BP"	1	0	1
"GO:0044324"	"regulation of transcription involved in anterior/posterior axis specification"	"BP"	1	0	1
"GO:0000117"	"regulation of transcription involved in G2/M transition of mitotic cell cycle"	"BP"	1	0	1
"GO:1904298"	"regulation of transcytosis"	"BP"	1	0	1
"GO:1904435"	"regulation of transferrin receptor binding"	"BP"	1	0	1
"GO:1901392"	"regulation of transforming growth factor beta1 activation"	"BP"	1	0	1
"GO:1901398"	"regulation of transforming growth factor beta3 activation"	"BP"	1	0	1
"GO:0140244"	"regulation of translation at presynapse"	"BP"	1	0	1
"GO:0099577"	"regulation of translation at presynapse, modulating synaptic transmission"	"BP"	1	0	1
"GO:1904803"	"regulation of translation involved in cellular response to UV"	"BP"	1	0	1
"GO:1904073"	"regulation of trophectodermal cell proliferation"	"BP"	1	0	1
"GO:2000307"	"regulation of tumor necrosis factor (ligand) superfamily member 11 production"	"BP"	1	0	1
"GO:0014724"	"regulation of twitch skeletal muscle contraction"	"BP"	1	0	1
"GO:0002892"	"regulation of type II hypersensitivity"	"BP"	1	0	1
"GO:0001796"	"regulation of type IIa hypersensitivity"	"BP"	1	0	1
"GO:1903176"	"regulation of tyrosine 3-monooxygenase activity"	"BP"	1	0	1
"GO:0010904"	"regulation of UDP-glucose catabolic process"	"BP"	1	0	1
"GO:0032889"	"regulation of vacuole fusion, non-autophagic"	"BP"	1	0	1
"GO:1990736"	"regulation of vascular smooth muscle cell membrane depolarization"	"BP"	1	0	1
"GO:1904239"	"regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly"	"BP"	1	0	1
"GO:1904971"	"regulation of viral translation"	"BP"	1	0	1
"GO:0070350"	"regulation of white fat cell proliferation"	"BP"	1	0	1
"GO:0071581"	"regulation of zinc ion transmembrane import"	"BP"	1	0	1
"GO:0071580"	"regulation of zinc ion transmembrane transport"	"BP"	1	0	1
"GO:0071579"	"regulation of zinc ion transport"	"BP"	1	0	1
"GO:0090076"	"relaxation of skeletal muscle"	"BP"	1	0	1
"GO:0032976"	"release of matrix enzymes from mitochondria"	"BP"	1	0	1
"GO:0000735"	"removal of nonhomologous ends"	"BP"	1	0	1
"GO:0072055"	"renal cortex development"	"BP"	1	0	1
"GO:0035623"	"renal glucose absorption"	"BP"	1	0	1
"GO:0072053"	"renal inner medulla development"	"BP"	1	0	1
"GO:0072141"	"renal interstitial fibroblast development"	"BP"	1	0	1
"GO:0072054"	"renal outer medulla development"	"BP"	1	0	1
"GO:0044722"	"renal phosphate excretion"	"BP"	1	0	1
"GO:0097291"	"renal phosphate ion absorption"	"BP"	1	0	1
"GO:0036359"	"renal potassium excretion"	"BP"	1	0	1
"GO:0061150"	"renal system segmentation"	"BP"	1	0	1
"GO:1902691"	"respiratory basal cell differentiation"	"BP"	1	0	1
"GO:1904316"	"response to 2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine"	"BP"	1	0	1
"GO:1904681"	"response to 3-methylcholanthrene"	"BP"	1	0	1
"GO:0009737"	"response to abscisic acid"	"BP"	1	0	1
"GO:0009646"	"response to absence of light"	"BP"	1	0	1
"GO:0010034"	"response to acetate"	"BP"	1	0	1
"GO:1904550"	"response to arachidonic acid"	"BP"	1	0	1
"GO:1905217"	"response to astaxanthin"	"BP"	1	0	1
"GO:0097184"	"response to azide"	"BP"	1	0	1
"GO:1901561"	"response to benomyl"	"BP"	1	0	1
"GO:1903412"	"response to bile acid"	"BP"	1	0	1
"GO:0070781"	"response to biotin"	"BP"	1	0	1
"GO:1901594"	"response to capsazepine"	"BP"	1	0	1
"GO:0010037"	"response to carbon dioxide"	"BP"	1	0	1
"GO:0010164"	"response to cesium ion"	"BP"	1	0	1
"GO:0046687"	"response to chromate"	"BP"	1	0	1
"GO:0120126"	"response to copper ion starvation"	"BP"	1	0	1
"GO:0051413"	"response to cortisone"	"BP"	1	0	1
"GO:1904643"	"response to curcumin"	"BP"	1	0	1
"GO:1901328"	"response to cytochalasin B"	"BP"	1	0	1
"GO:1905377"	"response to D-galactose"	"BP"	1	0	1
"GO:0052567"	"response to defense-related host reactive oxygen species production"	"BP"	1	0	1
"GO:0052550"	"response to defense-related reactive oxygen species production by other organism involved in symbiotic interaction"	"BP"	1	0	1
"GO:0072720"	"response to dithiothreitol"	"BP"	1	0	1
"GO:0014878"	"response to electrical stimulus involved in regulation of muscle adaptation"	"BP"	1	0	1
"GO:1990839"	"response to endothelin"	"BP"	1	0	1
"GO:1901557"	"response to fenofibrate"	"BP"	1	0	1
"GO:0072432"	"response to G1 DNA damage checkpoint signaling"	"BP"	1	0	1
"GO:0033595"	"response to genistein"	"BP"	1	0	1
"GO:0014876"	"response to injury involved in regulation of muscle adaptation"	"BP"	1	0	1
"GO:1990641"	"response to iron ion starvation"	"BP"	1	0	1
"GO:1903442"	"response to lipoic acid"	"BP"	1	0	1
"GO:1904313"	"response to methamphetamine hydrochloride"	"BP"	1	0	1
"GO:0036255"	"response to methylamine"	"BP"	1	0	1
"GO:0072414"	"response to mitotic cell cycle checkpoint signaling"	"BP"	1	0	1
"GO:0002238"	"response to molecule of fungal origin"	"BP"	1	0	1
"GO:0009624"	"response to nematode"	"BP"	1	0	1
"GO:0080033"	"response to nitrite"	"BP"	1	0	1
"GO:0010335"	"response to non-ionic osmotic stress"	"BP"	1	0	1
"GO:1905711"	"response to phosphatidylethanolamine"	"BP"	1	0	1
"GO:1903165"	"response to polycyclic arene"	"BP"	1	0	1
"GO:1905794"	"response to puromycin"	"BP"	1	0	1
"GO:1904585"	"response to putrescine"	"BP"	1	0	1
"GO:1901545"	"response to raffinose"	"BP"	1	0	1
"GO:1904638"	"response to resveratrol"	"BP"	1	0	1
"GO:1904647"	"response to rotenone"	"BP"	1	0	1
"GO:0072714"	"response to selenite ion"	"BP"	1	0	1
"GO:0072706"	"response to sodium dodecyl sulfate"	"BP"	1	0	1
"GO:1904400"	"response to Thyroid stimulating hormone"	"BP"	1	0	1
"GO:1905225"	"response to thyrotropin-releasing hormone"	"BP"	1	0	1
"GO:0061481"	"response to TNF agonist"	"BP"	1	0	1
"GO:0071725"	"response to triacyl bacterial lipopeptide"	"BP"	1	0	1
"GO:1904567"	"response to wortmannin"	"BP"	1	0	1
"GO:0001878"	"response to yeast"	"BP"	1	0	1
"GO:0046666"	"retinal cell programmed cell death"	"BP"	1	0	1
"GO:0097473"	"retinal rod cell apoptotic process"	"BP"	1	0	1
"GO:0099642"	"retrograde axonal protein transport"	"BP"	1	0	1
"GO:0098958"	"retrograde axonal transport of mitochondrion"	"BP"	1	0	1
"GO:0098942"	"retrograde trans-synaptic signaling by trans-synaptic protein complex"	"BP"	1	0	1
"GO:0021571"	"rhombomere 5 development"	"BP"	1	0	1
"GO:0021572"	"rhombomere 6 development"	"BP"	1	0	1
"GO:0043179"	"rhythmic excitation"	"BP"	1	0	1
"GO:0009203"	"ribonucleoside triphosphate catabolic process"	"BP"	1	0	1
"GO:0003221"	"right ventricular cardiac muscle tissue morphogenesis"	"BP"	1	0	1
"GO:0003226"	"right ventricular compact myocardium morphogenesis"	"BP"	1	0	1
"GO:1990884"	"RNA acetylation"	"BP"	1	0	1
"GO:0000378"	"RNA exon ligation"	"BP"	1	0	1
"GO:0034337"	"RNA folding"	"BP"	1	0	1
"GO:1990280"	"RNA localization to chromatin"	"BP"	1	0	1
"GO:1990114"	"RNA polymerase II core complex assembly"	"BP"	1	0	1
"GO:1990882"	"rRNA acetylation"	"BP"	1	0	1
"GO:1904812"	"rRNA acetylation involved in maturation of SSU-rRNA"	"BP"	1	0	1
"GO:1901962"	"S-adenosyl-L-methionine transmembrane transport"	"BP"	1	0	1
"GO:0015805"	"S-adenosyl-L-methionine transport"	"BP"	1	0	1
"GO:0019510"	"S-adenosylhomocysteine catabolic process"	"BP"	1	0	1
"GO:0006557"	"S-adenosylmethioninamine biosynthetic process"	"BP"	1	0	1
"GO:0046499"	"S-adenosylmethioninamine metabolic process"	"BP"	1	0	1
"GO:1990751"	"Schwann cell chemotaxis"	"BP"	1	0	1
"GO:0014011"	"Schwann cell proliferation involved in axon regeneration"	"BP"	1	0	1
"GO:0001949"	"sebaceous gland cell differentiation"	"BP"	1	0	1
"GO:1990654"	"sebum secreting cell proliferation"	"BP"	1	0	1
"GO:0061033"	"secretion by lung epithelial cell involved in lung growth"	"BP"	1	0	1
"GO:0016261"	"selenocysteine catabolic process"	"BP"	1	0	1
"GO:0060876"	"semicircular canal formation"	"BP"	1	0	1
"GO:0061108"	"seminal vesicle epithelium development"	"BP"	1	0	1
"GO:0061682"	"seminal vesicle morphogenesis"	"BP"	1	0	1
"GO:0050916"	"sensory perception of sweet taste"	"BP"	1	0	1
"GO:0050917"	"sensory perception of umami taste"	"BP"	1	0	1
"GO:0003343"	"septum transversum development"	"BP"	1	0	1
"GO:0035583"	"sequestering of TGFbeta in extracellular matrix"	"BP"	1	0	1
"GO:0002351"	"serotonin production involved in inflammatory response"	"BP"	1	0	1
"GO:0002554"	"serotonin secretion by platelet"	"BP"	1	0	1
"GO:0002442"	"serotonin secretion involved in inflammatory response"	"BP"	1	0	1
"GO:0060010"	"Sertoli cell fate commitment"	"BP"	1	0	1
"GO:0071573"	"shelterin complex assembly"	"BP"	1	0	1
"GO:0019290"	"siderophore biosynthetic process"	"BP"	1	0	1
"GO:0009237"	"siderophore metabolic process"	"BP"	1	0	1
"GO:1990256"	"signal clustering"	"BP"	1	0	1
"GO:0035638"	"signal maturation"	"BP"	1	0	1
"GO:0060931"	"sinoatrial node cell development"	"BP"	1	0	1
"GO:0003172"	"sinoatrial valve development"	"BP"	1	0	1
"GO:0003185"	"sinoatrial valve morphogenesis"	"BP"	1	0	1
"GO:0071170"	"site-specific DNA replication termination"	"BP"	1	0	1
"GO:0071171"	"site-specific DNA replication termination at RTS1 barrier"	"BP"	1	0	1
"GO:0098528"	"skeletal muscle fiber differentiation"	"BP"	1	0	1
"GO:0014734"	"skeletal muscle hypertrophy"	"BP"	1	0	1
"GO:0036060"	"slit diaphragm assembly"	"BP"	1	0	1
"GO:1990832"	"slow axonal transport"	"BP"	1	0	1
"GO:1990770"	"small intestine smooth muscle contraction"	"BP"	1	0	1
"GO:0034462"	"small-subunit processome assembly"	"BP"	1	0	1
"GO:0060083"	"smooth muscle contraction involved in micturition"	"BP"	1	0	1
"GO:0014895"	"smooth muscle hypertrophy"	"BP"	1	0	1
"GO:0021938"	"smoothened signaling pathway involved in regulation of cerebellar granule cell precursor cell proliferation"	"BP"	1	0	1
"GO:0003271"	"smoothened signaling pathway involved in regulation of secondary heart field cardioblast proliferation"	"BP"	1	0	1
"GO:0021776"	"smoothened signaling pathway involved in spinal cord motor neuron cell fate specification"	"BP"	1	0	1
"GO:0021775"	"smoothened signaling pathway involved in ventral spinal cord interneuron specification"	"BP"	1	0	1
"GO:0034247"	"snoRNA splicing"	"BP"	1	0	1
"GO:0120049"	"snRNA (adenine-N6)-methylation"	"BP"	1	0	1
"GO:0016076"	"snRNA catabolic process"	"BP"	1	0	1
"GO:0070715"	"sodium-dependent organic cation transport"	"BP"	1	0	1
"GO:0060023"	"soft palate development"	"BP"	1	0	1
"GO:0021917"	"somatic motor neuron fate commitment"	"BP"	1	0	1
"GO:0060126"	"somatotropin secreting cell differentiation"	"BP"	1	0	1
"GO:0006062"	"sorbitol catabolic process"	"BP"	1	0	1
"GO:0072100"	"specification of ureteric bud anterior/posterior symmetry"	"BP"	1	0	1
"GO:0072101"	"specification of ureteric bud anterior/posterior symmetry by BMP signaling pathway"	"BP"	1	0	1
"GO:0060064"	"Spemann organizer formation at the anterior end of the primitive streak"	"BP"	1	0	1
"GO:0035037"	"sperm entry"	"BP"	1	0	1
"GO:0007290"	"spermatid nucleus elongation"	"BP"	1	0	1
"GO:0046203"	"spermidine catabolic process"	"BP"	1	0	1
"GO:0032919"	"spermine acetylation"	"BP"	1	0	1
"GO:0000296"	"spermine transport"	"BP"	1	0	1
"GO:0006669"	"sphinganine-1-phosphate biosynthetic process"	"BP"	1	0	1
"GO:0046521"	"sphingoid catabolic process"	"BP"	1	0	1
"GO:0021512"	"spinal cord anterior/posterior patterning"	"BP"	1	0	1
"GO:0021527"	"spinal cord association neuron differentiation"	"BP"	1	0	1
"GO:0021965"	"spinal cord ventral commissure morphogenesis"	"BP"	1	0	1
"GO:0030474"	"spindle pole body duplication"	"BP"	1	0	1
"GO:0051300"	"spindle pole body organization"	"BP"	1	0	1
"GO:1905355"	"spine apparatus assembly"	"BP"	1	0	1
"GO:0060345"	"spleen trabecula formation"	"BP"	1	0	1
"GO:0000388"	"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11)"	"BP"	1	0	1
"GO:0060720"	"spongiotrophoblast cell proliferation"	"BP"	1	0	1
"GO:0090214"	"spongiotrophoblast layer developmental growth"	"BP"	1	0	1
"GO:0048865"	"stem cell fate commitment"	"BP"	1	0	1
"GO:0048866"	"stem cell fate specification"	"BP"	1	0	1
