"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:1904465"	"negative regulation of matrix metallopeptidase secretion"	"BP"	2	0	1
"GO:1901994"	"negative regulation of meiotic cell cycle phase transition"	"BP"	2	0	1
"GO:0048022"	"negative regulation of melanin biosynthetic process"	"BP"	2	0	1
"GO:1905154"	"negative regulation of membrane invagination"	"BP"	2	0	1
"GO:1900212"	"negative regulation of mesenchymal cell apoptotic process involved in metanephros development"	"BP"	2	0	1
"GO:2000791"	"negative regulation of mesenchymal cell proliferation involved in lung development"	"BP"	2	0	1
"GO:1905903"	"negative regulation of mesoderm formation"	"BP"	2	0	1
"GO:1905771"	"negative regulation of mesodermal cell differentiation"	"BP"	2	0	1
"GO:0042662"	"negative regulation of mesodermal cell fate specification"	"BP"	2	0	1
"GO:1902963"	"negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process"	"BP"	2	0	1
"GO:0090298"	"negative regulation of mitochondrial DNA replication"	"BP"	2	0	1
"GO:0045950"	"negative regulation of mitotic recombination"	"BP"	2	0	1
"GO:0070256"	"negative regulation of mucus secretion"	"BP"	2	0	1
"GO:0014736"	"negative regulation of muscle atrophy"	"BP"	2	0	1
"GO:0014740"	"negative regulation of muscle hyperplasia"	"BP"	2	0	1
"GO:0034125"	"negative regulation of MyD88-dependent toll-like receptor signaling pathway"	"BP"	2	0	1
"GO:1901740"	"negative regulation of myoblast fusion"	"BP"	2	0	1
"GO:0002859"	"negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target"	"BP"	2	0	1
"GO:0002856"	"negative regulation of natural killer cell mediated immune response to tumor cell"	"BP"	2	0	1
"GO:0050925"	"negative regulation of negative chemotaxis"	"BP"	2	0	1
"GO:0045659"	"negative regulation of neutrophil differentiation"	"BP"	2	0	1
"GO:1905259"	"negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway"	"BP"	2	0	1
"GO:0051134"	"negative regulation of NK T cell activation"	"BP"	2	0	1
"GO:0032240"	"negative regulation of nucleobase-containing compound transport"	"BP"	2	0	1
"GO:0090291"	"negative regulation of osteoclast proliferation"	"BP"	2	0	1
"GO:2000276"	"negative regulation of oxidative phosphorylation uncoupler activity"	"BP"	2	0	1
"GO:0033140"	"negative regulation of peptidyl-serine phosphorylation of STAT protein"	"BP"	2	0	1
"GO:1900240"	"negative regulation of phenotypic switching"	"BP"	2	0	1
"GO:0031393"	"negative regulation of prostaglandin biosynthetic process"	"BP"	2	0	1
"GO:1905524"	"negative regulation of protein autoubiquitination"	"BP"	2	0	1
"GO:1901094"	"negative regulation of protein homotetramerization"	"BP"	2	0	1
"GO:1903094"	"negative regulation of protein K48-linked deubiquitination"	"BP"	2	0	1
"GO:1904780"	"negative regulation of protein localization to centrosome"	"BP"	2	0	1
"GO:1901091"	"negative regulation of protein tetramerization"	"BP"	2	0	1
"GO:0035814"	"negative regulation of renal sodium excretion"	"BP"	2	0	1
"GO:0002835"	"negative regulation of response to tumor cell"	"BP"	2	0	1
"GO:0060701"	"negative regulation of ribonuclease activity"	"BP"	2	0	1
"GO:0046832"	"negative regulation of RNA export from nucleus"	"BP"	2	0	1
"GO:1900369"	"negative regulation of RNA interference"	"BP"	2	0	1
"GO:0017055"	"negative regulation of RNA polymerase II transcriptional preinitiation complex assembly"	"BP"	2	0	1
"GO:2000233"	"negative regulation of rRNA processing"	"BP"	2	0	1
"GO:1902725"	"negative regulation of satellite cell differentiation"	"BP"	2	0	1
"GO:1900377"	"negative regulation of secondary metabolite biosynthetic process"	"BP"	2	0	1
"GO:0060392"	"negative regulation of SMAD protein signal transduction"	"BP"	2	0	1
"GO:2000639"	"negative regulation of SREBP signaling pathway"	"BP"	2	0	1
"GO:2000832"	"negative regulation of steroid hormone secretion"	"BP"	2	0	1
"GO:2000910"	"negative regulation of sterol import"	"BP"	2	0	1
"GO:1903422"	"negative regulation of synaptic vesicle recycling"	"BP"	2	0	1
"GO:0045626"	"negative regulation of T-helper 1 cell differentiation"	"BP"	2	0	1
"GO:2000552"	"negative regulation of T-helper 2 cell cytokine production"	"BP"	2	0	1
"GO:1902948"	"negative regulation of tau-protein kinase activity"	"BP"	2	0	1
"GO:1904743"	"negative regulation of telomeric DNA binding"	"BP"	2	0	1
"GO:0120191"	"negative regulation of termination of RNA polymerase II transcription"	"BP"	2	0	1
"GO:2000805"	"negative regulation of termination of RNA polymerase II transcription, poly(A)-coupled"	"BP"	2	0	1
"GO:0010768"	"negative regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage"	"BP"	2	0	1
"GO:0032912"	"negative regulation of transforming growth factor beta2 production"	"BP"	2	0	1
"GO:0010868"	"negative regulation of triglyceride biosynthetic process"	"BP"	2	0	1
"GO:2000077"	"negative regulation of type B pancreatic cell development"	"BP"	2	0	1
"GO:1904691"	"negative regulation of type B pancreatic cell proliferation"	"BP"	2	0	1
"GO:2000157"	"negative regulation of ubiquitin-specific protease activity"	"BP"	2	0	1
"GO:0035811"	"negative regulation of urine volume"	"BP"	2	0	1
"GO:1905931"	"negative regulation of vascular smooth muscle cell differentiation involved in phenotypic switching"	"BP"	2	0	1
"GO:0010957"	"negative regulation of vitamin D biosynthetic process"	"BP"	2	0	1
"GO:0021997"	"neural plate axis specification"	"BP"	2	0	1
"GO:0014022"	"neural plate elongation"	"BP"	2	0	1
"GO:0036482"	"neuron intrinsic apoptotic signaling pathway in response to hydrogen peroxide"	"BP"	2	0	1
"GO:0099011"	"neuronal dense core vesicle exocytosis"	"BP"	2	0	1
"GO:0010813"	"neuropeptide catabolic process"	"BP"	2	0	1
"GO:0045213"	"neurotransmitter receptor metabolic process"	"BP"	2	0	1
"GO:0098943"	"neurotransmitter receptor transport, postsynaptic endosome to lysosome"	"BP"	2	0	1
"GO:0070488"	"neutrophil aggregation"	"BP"	2	0	1
"GO:1900164"	"nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry"	"BP"	2	0	1
"GO:0038107"	"nodal signaling pathway involved in determination of left/right asymmetry"	"BP"	2	0	1
"GO:0014028"	"notochord formation"	"BP"	2	0	1
"GO:0031022"	"nuclear migration along microfilament"	"BP"	2	0	1
"GO:0071030"	"nuclear mRNA surveillance of spliceosomal pre-mRNA splicing"	"BP"	2	0	1
"GO:0031081"	"nuclear pore distribution"	"BP"	2	0	1
"GO:0051664"	"nuclear pore localization"	"BP"	2	0	1
"GO:0071630"	"nuclear protein quality control by the ubiquitin-proteasome system"	"BP"	2	0	1
"GO:0071048"	"nuclear retention of unspliced pre-mRNA at the site of transcription"	"BP"	2	0	1
"GO:1901255"	"nucleotide-excision repair involved in interstrand cross-link repair"	"BP"	2	0	1
"GO:0016267"	"O-glycan processing, core 1"	"BP"	2	0	1
"GO:0021557"	"oculomotor nerve development"	"BP"	2	0	1
"GO:0015772"	"oligosaccharide transport"	"BP"	2	0	1
"GO:0003408"	"optic cup formation involved in camera-type eye development"	"BP"	2	0	1
"GO:1901377"	"organic heteropentacyclic compound catabolic process"	"BP"	2	0	1
"GO:0035552"	"oxidative single-stranded DNA demethylation"	"BP"	2	0	1
"GO:0061205"	"paramesonephric duct development"	"BP"	2	0	1
"GO:0009405"	"pathogenesis"	"BP"	2	0	1
"GO:0001519"	"peptide amidation"	"BP"	2	0	1
"GO:0002502"	"peptide antigen assembly with MHC class I protein complex"	"BP"	2	0	1
"GO:0046968"	"peptide antigen transport"	"BP"	2	0	1
"GO:0042264"	"peptidyl-aspartic acid hydroxylation"	"BP"	2	0	1
"GO:0017187"	"peptidyl-glutamic acid carboxylation"	"BP"	2	0	1
"GO:0018199"	"peptidyl-glutamine modification"	"BP"	2	0	1
"GO:0140066"	"peptidyl-lysine crotonylation"	"BP"	2	0	1
"GO:0008612"	"peptidyl-lysine modification to peptidyl-hypusine"	"BP"	2	0	1
"GO:0032290"	"peripheral nervous system myelin formation"	"BP"	2	0	1
"GO:0015910"	"peroxisomal long-chain fatty acid import"	"BP"	2	0	1
"GO:0060151"	"peroxisome localization"	"BP"	2	0	1
"GO:0090387"	"phagolysosome assembly involved in apoptotic cell clearance"	"BP"	2	0	1
"GO:0090386"	"phagosome maturation involved in apoptotic cell clearance"	"BP"	2	0	1
"GO:0010124"	"phenylacetate catabolic process"	"BP"	2	0	1
"GO:0046271"	"phenylpropanoid catabolic process"	"BP"	2	0	1
"GO:0046338"	"phosphatidylethanolamine catabolic process"	"BP"	2	0	1
"GO:1904562"	"phosphatidylinositol 5-phosphate metabolic process"	"BP"	2	0	1
"GO:0008594"	"photoreceptor cell morphogenesis"	"BP"	2	0	1
"GO:0051877"	"pigment granule aggregation in cell center"	"BP"	2	0	1
"GO:0097195"	"pilomotor reflex"	"BP"	2	0	1
"GO:0060775"	"planar cell polarity pathway involved in gastrula mediolateral intercalation"	"BP"	2	0	1
"GO:0006663"	"platelet activating factor biosynthetic process"	"BP"	2	0	1
"GO:0098507"	"polynucleotide 5' dephosphorylation"	"BP"	2	0	1
"GO:0033037"	"polysaccharide localization"	"BP"	2	0	1
"GO:0021586"	"pons maturation"	"BP"	2	0	1
"GO:0052151"	"positive regulation by symbiont of host apoptotic process"	"BP"	2	0	1
"GO:1905870"	"positive regulation of 3'-UTR-mediated mRNA stabilization"	"BP"	2	0	1
"GO:1904234"	"positive regulation of aconitate hydratase activity"	"BP"	2	0	1
"GO:0106071"	"positive regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway"	"BP"	2	0	1
"GO:1905337"	"positive regulation of aggrephagy"	"BP"	2	0	1
"GO:0002585"	"positive regulation of antigen processing and presentation of peptide antigen"	"BP"	2	0	1
"GO:0002588"	"positive regulation of antigen processing and presentation of peptide antigen via MHC class II"	"BP"	2	0	1
"GO:0002582"	"positive regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	"BP"	2	0	1
"GO:0060139"	"positive regulation of apoptotic process by virus"	"BP"	2	0	1
"GO:0090238"	"positive regulation of arachidonic acid secretion"	"BP"	2	0	1
"GO:1903949"	"positive regulation of atrial cardiac muscle cell action potential"	"BP"	2	0	1
"GO:1902425"	"positive regulation of attachment of mitotic spindle microtubules to kinetochore"	"BP"	2	0	1
"GO:0002904"	"positive regulation of B cell apoptotic process"	"BP"	2	0	1
"GO:2000504"	"positive regulation of blood vessel remodeling"	"BP"	2	0	1
"GO:1903281"	"positive regulation of calcium:sodium antiporter activity"	"BP"	2	0	1
"GO:1903781"	"positive regulation of cardiac conduction"	"BP"	2	0	1
"GO:0051944"	"positive regulation of catecholamine uptake involved in synaptic transmission"	"BP"	2	0	1
"GO:0010455"	"positive regulation of cell fate commitment"	"BP"	2	0	1
"GO:1903974"	"positive regulation of cellular response to macrophage colony-stimulating factor stimulus"	"BP"	2	0	1
"GO:1903646"	"positive regulation of chaperone-mediated protein folding"	"BP"	2	0	1
"GO:2000340"	"positive regulation of chemokine (C-X-C motif) ligand 1 production"	"BP"	2	0	1
"GO:1904028"	"positive regulation of collagen fibril organization"	"BP"	2	0	1
"GO:0051464"	"positive regulation of cortisol secretion"	"BP"	2	0	1
"GO:1903852"	"positive regulation of cristae formation"	"BP"	2	0	1
"GO:1904960"	"positive regulation of cytochrome-c oxidase activity"	"BP"	2	0	1
"GO:2000707"	"positive regulation of dense core granule biogenesis"	"BP"	2	0	1
"GO:0060456"	"positive regulation of digestive system process"	"BP"	2	0	1
"GO:1905464"	"positive regulation of DNA duplex unwinding"	"BP"	2	0	1
"GO:0032877"	"positive regulation of DNA endoreduplication"	"BP"	2	0	1
"GO:1905776"	"positive regulation of DNA helicase activity"	"BP"	2	0	1
"GO:0051586"	"positive regulation of dopamine uptake involved in synaptic transmission"	"BP"	2	0	1
"GO:1904734"	"positive regulation of electron transfer activity"	"BP"	2	0	1
"GO:1901076"	"positive regulation of engulfment of apoptotic cell"	"BP"	2	0	1
"GO:1902568"	"positive regulation of eosinophil activation"	"BP"	2	0	1
"GO:0043311"	"positive regulation of eosinophil degranulation"	"BP"	2	0	1
"GO:0003331"	"positive regulation of extracellular matrix constituent secretion"	"BP"	2	0	1
"GO:2000196"	"positive regulation of female gonad development"	"BP"	2	0	1
"GO:0045925"	"positive regulation of female receptivity"	"BP"	2	0	1
"GO:0060474"	"positive regulation of flagellated sperm motility involved in capacitation"	"BP"	2	0	1
"GO:2000543"	"positive regulation of gastrulation"	"BP"	2	0	1
"GO:0002636"	"positive regulation of germinal center formation"	"BP"	2	0	1
"GO:1900168"	"positive regulation of glial cell-derived neurotrophic factor secretion"	"BP"	2	0	1
"GO:2000851"	"positive regulation of glucocorticoid secretion"	"BP"	2	0	1
"GO:0071657"	"positive regulation of granulocyte colony-stimulating factor production"	"BP"	2	0	1
"GO:1902728"	"positive regulation of growth factor dependent skeletal muscle satellite cell proliferation"	"BP"	2	0	1
"GO:0060399"	"positive regulation of growth hormone receptor signaling pathway"	"BP"	2	0	1
"GO:1904426"	"positive regulation of GTP binding"	"BP"	2	0	1
"GO:0090082"	"positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway"	"BP"	2	0	1
"GO:0035332"	"positive regulation of hippo signaling"	"BP"	2	0	1
"GO:2001255"	"positive regulation of histone H3-K36 trimethylation"	"BP"	2	0	1
"GO:2001162"	"positive regulation of histone H3-K79 methylation"	"BP"	2	0	1
"GO:2000620"	"positive regulation of histone H4-K16 acetylation"	"BP"	2	0	1
"GO:1900106"	"positive regulation of hyaluranon cable assembly"	"BP"	2	0	1
"GO:0010729"	"positive regulation of hydrogen peroxide biosynthetic process"	"BP"	2	0	1
"GO:0106016"	"positive regulation of inflammatory response to wounding"	"BP"	2	0	1
"GO:1905704"	"positive regulation of inhibitory synapse assembly"	"BP"	2	0	1
"GO:0045356"	"positive regulation of interferon-alpha biosynthetic process"	"BP"	2	0	1
"GO:0032741"	"positive regulation of interleukin-18 production"	"BP"	2	0	1
"GO:1901980"	"positive regulation of inward rectifier potassium channel activity"	"BP"	2	0	1
"GO:0002038"	"positive regulation of L-glutamate import across plasma membrane"	"BP"	2	0	1
"GO:1902824"	"positive regulation of late endosome to lysosome transport"	"BP"	2	0	1
"GO:1905597"	"positive regulation of low-density lipoprotein particle receptor binding"	"BP"	2	0	1
"GO:1905599"	"positive regulation of low-density lipoprotein receptor activity"	"BP"	2	0	1
"GO:1905167"	"positive regulation of lysosomal protein catabolic process"	"BP"	2	0	1
"GO:1901258"	"positive regulation of macrophage colony-stimulating factor production"	"BP"	2	0	1
"GO:1905303"	"positive regulation of macropinocytosis"	"BP"	2	0	1
"GO:0070668"	"positive regulation of mast cell proliferation"	"BP"	2	0	1
"GO:2001178"	"positive regulation of mediator complex assembly"	"BP"	2	0	1
"GO:1905033"	"positive regulation of membrane repolarization during cardiac muscle cell action potential"	"BP"	2	0	1
"GO:1905026"	"positive regulation of membrane repolarization during ventricular cardiac muscle cell action potential"	"BP"	2	0	1
"GO:0043382"	"positive regulation of memory T cell differentiation"	"BP"	2	0	1
"GO:2001055"	"positive regulation of mesenchymal cell apoptotic process"	"BP"	2	0	1
"GO:1904685"	"positive regulation of metalloendopeptidase activity"	"BP"	2	0	1
"GO:2000627"	"positive regulation of miRNA catabolic process"	"BP"	2	0	1
"GO:1905618"	"positive regulation of miRNA mediated inhibition of translation"	"BP"	2	0	1
"GO:0032425"	"positive regulation of mismatch repair"	"BP"	2	0	1
"GO:0010636"	"positive regulation of mitochondrial fusion"	"BP"	2	0	1
"GO:0000962"	"positive regulation of mitochondrial RNA catabolic process"	"BP"	2	0	1
"GO:1903109"	"positive regulation of mitochondrial transcription"	"BP"	2	0	1
"GO:0060545"	"positive regulation of necroptotic process"	"BP"	2	0	1
"GO:0070960"	"positive regulation of neutrophil mediated cytotoxicity"	"BP"	2	0	1
"GO:0070961"	"positive regulation of neutrophil mediated killing of symbiont cell"	"BP"	2	0	1
"GO:0010701"	"positive regulation of norepinephrine secretion"	"BP"	2	0	1
"GO:2000327"	"positive regulation of nuclear receptor transcription coactivator activity"	"BP"	2	0	1
"GO:0070447"	"positive regulation of oligodendrocyte progenitor proliferation"	"BP"	2	0	1
"GO:1900195"	"positive regulation of oocyte maturation"	"BP"	2	0	1
"GO:2000386"	"positive regulation of ovarian follicle development"	"BP"	2	0	1
"GO:0060279"	"positive regulation of ovulation"	"BP"	2	0	1
"GO:1903378"	"positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway"	"BP"	2	0	1
"GO:2000170"	"positive regulation of peptidyl-cysteine S-nitrosylation"	"BP"	2	0	1
"GO:2001247"	"positive regulation of phosphatidylcholine biosynthetic process"	"BP"	2	0	1
"GO:0060697"	"positive regulation of phospholipid catabolic process"	"BP"	2	0	1
"GO:1901731"	"positive regulation of platelet aggregation"	"BP"	2	0	1
"GO:0099533"	"positive regulation of presynaptic cytosolic calcium concentration"	"BP"	2	0	1
"GO:0060585"	"positive regulation of prostaglandin-endoperoxide synthase activity"	"BP"	2	0	1
"GO:2000777"	"positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia"	"BP"	2	0	1
"GO:1902524"	"positive regulation of protein K48-linked ubiquitination"	"BP"	2	0	1
"GO:1903006"	"positive regulation of protein K63-linked deubiquitination"	"BP"	2	0	1
"GO:1905552"	"positive regulation of protein localization to endoplasmic reticulum"	"BP"	2	0	1
"GO:1903923"	"positive regulation of protein processing in phagocytic vesicle"	"BP"	2	0	1
"GO:1905273"	"positive regulation of proton-transporting ATP synthase activity, rotational mechanism"	"BP"	2	0	1
"GO:1901899"	"positive regulation of relaxation of cardiac muscle"	"BP"	2	0	1
"GO:1901079"	"positive regulation of relaxation of muscle"	"BP"	2	0	1
"GO:0060265"	"positive regulation of respiratory burst involved in inflammatory response"	"BP"	2	0	1
"GO:1903971"	"positive regulation of response to macrophage colony-stimulating factor"	"BP"	2	0	1
"GO:1905636"	"positive regulation of RNA polymerase II regulatory region sequence-specific DNA binding"	"BP"	2	0	1
"GO:0014040"	"positive regulation of Schwann cell differentiation"	"BP"	2	0	1
"GO:1903518"	"positive regulation of single strand break repair"	"BP"	2	0	1
"GO:0014858"	"positive regulation of skeletal muscle cell proliferation"	"BP"	2	0	1
"GO:1902724"	"positive regulation of skeletal muscle satellite cell proliferation"	"BP"	2	0	1
"GO:2000120"	"positive regulation of sodium-dependent phosphate transport"	"BP"	2	0	1
"GO:0090031"	"positive regulation of steroid hormone biosynthetic process"	"BP"	2	0	1
"GO:0002842"	"positive regulation of T cell mediated immune response to tumor cell"	"BP"	2	0	1
"GO:1904884"	"positive regulation of telomerase catalytic core complex assembly"	"BP"	2	0	1
"GO:1905663"	"positive regulation of telomerase RNA reverse transcriptase activity"	"BP"	2	0	1
"GO:1904744"	"positive regulation of telomeric DNA binding"	"BP"	2	0	1
"GO:1904515"	"positive regulation of TORC2 signaling"	"BP"	2	0	1
"GO:0061402"	"positive regulation of transcription from RNA polymerase II promoter in response to acidic pH"	"BP"	2	0	1
"GO:0061408"	"positive regulation of transcription from RNA polymerase II promoter in response to heat stress"	"BP"	2	0	1
"GO:0071931"	"positive regulation of transcription involved in G1/S transition of mitotic cell cycle"	"BP"	2	0	1
"GO:0032916"	"positive regulation of transforming growth factor beta3 production"	"BP"	2	0	1
"GO:0071264"	"positive regulation of translational initiation in response to starvation"	"BP"	2	0	1
"GO:0051971"	"positive regulation of transmission of nerve impulse"	"BP"	2	0	1
"GO:2000676"	"positive regulation of type B pancreatic cell apoptotic process"	"BP"	2	0	1
"GO:2000078"	"positive regulation of type B pancreatic cell development"	"BP"	2	0	1
"GO:0001812"	"positive regulation of type I hypersensitivity"	"BP"	2	0	1
"GO:0001805"	"positive regulation of type III hypersensitivity"	"BP"	2	0	1
"GO:2000397"	"positive regulation of ubiquitin-dependent endocytosis"	"BP"	2	0	1
"GO:2000158"	"positive regulation of ubiquitin-specific protease activity"	"BP"	2	0	1
"GO:1903337"	"positive regulation of vacuolar transport"	"BP"	2	0	1
"GO:1904695"	"positive regulation of vascular smooth muscle contraction"	"BP"	2	0	1
"GO:1903947"	"positive regulation of ventricular cardiac muscle cell action potential"	"BP"	2	0	1
"GO:0010902"	"positive regulation of very-low-density lipoprotein particle remodeling"	"BP"	2	0	1
"GO:0046136"	"positive regulation of vitamin metabolic process"	"BP"	2	0	1
"GO:1903762"	"positive regulation of voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization"	"BP"	2	0	1
"GO:1905426"	"positive regulation of Wnt-mediated midbrain dopaminergic neuron differentiation"	"BP"	2	0	1
"GO:1903691"	"positive regulation of wound healing, spreading of epidermal cells"	"BP"	2	0	1
"GO:0034421"	"post-translational protein acetylation"	"BP"	2	0	1
"GO:0099525"	"presynaptic dense core vesicle exocytosis"	"BP"	2	0	1
"GO:1901162"	"primary amino compound biosynthetic process"	"BP"	2	0	1
"GO:0060319"	"primitive erythrocyte differentiation"	"BP"	2	0	1
"GO:0002572"	"pro-T cell differentiation"	"BP"	2	0	1
"GO:0010133"	"proline catabolic process to glutamate"	"BP"	2	0	1
"GO:0006433"	"prolyl-tRNA aminoacylation"	"BP"	2	0	1
"GO:0039020"	"pronephric nephron tubule development"	"BP"	2	0	1
"GO:0072114"	"pronephros morphogenesis"	"BP"	2	0	1
"GO:0019542"	"propionate biosynthetic process"	"BP"	2	0	1
"GO:0019543"	"propionate catabolic process"	"BP"	2	0	1
"GO:0016598"	"protein arginylation"	"BP"	2	0	1
"GO:0018214"	"protein carboxylation"	"BP"	2	0	1
"GO:0018101"	"protein citrullination"	"BP"	2	0	1
"GO:0051697"	"protein delipidation"	"BP"	2	0	1
"GO:0018343"	"protein farnesylation"	"BP"	2	0	1
"GO:0045041"	"protein import into mitochondrial intermembrane space"	"BP"	2	0	1
"GO:0016561"	"protein import into peroxisome matrix, translocation"	"BP"	2	0	1
"GO:0070084"	"protein initiator methionine removal"	"BP"	2	0	1
"GO:1990167"	"protein K27-linked deubiquitination"	"BP"	2	0	1
"GO:0061739"	"protein lipidation involved in autophagosome assembly"	"BP"	2	0	1
"GO:1903119"	"protein localization to actin cytoskeleton"	"BP"	2	0	1
"GO:1990179"	"protein localization to actomyosin contractile ring"	"BP"	2	0	1
"GO:0072741"	"protein localization to cell division site"	"BP"	2	0	1
"GO:1904327"	"protein localization to cytosolic proteasome complex"	"BP"	2	0	1
"GO:1904379"	"protein localization to cytosolic proteasome complex involved in ERAD pathway"	"BP"	2	0	1
"GO:1903292"	"protein localization to Golgi membrane"	"BP"	2	0	1
"GO:0097355"	"protein localization to heterochromatin"	"BP"	2	0	1
"GO:1904498"	"protein localization to mitotic actomyosin contractile ring"	"BP"	2	0	1
"GO:0036228"	"protein localization to nuclear inner membrane"	"BP"	2	0	1
"GO:1905793"	"protein localization to pericentriolar material"	"BP"	2	0	1
"GO:1903778"	"protein localization to vacuolar membrane"	"BP"	2	0	1
"GO:0015680"	"protein maturation by copper ion transfer"	"BP"	2	0	1
"GO:1900756"	"protein processing in phagocytic vesicle"	"BP"	2	0	1
"GO:0043335"	"protein unfolding"	"BP"	2	0	1
"GO:0046122"	"purine deoxyribonucleoside metabolic process"	"BP"	2	0	1
"GO:0009216"	"purine deoxyribonucleoside triphosphate biosynthetic process"	"BP"	2	0	1
"GO:0009153"	"purine deoxyribonucleotide biosynthetic process"	"BP"	2	0	1
"GO:0015950"	"purine nucleotide interconversion"	"BP"	2	0	1
"GO:0015951"	"purine ribonucleotide interconversion"	"BP"	2	0	1
"GO:0042823"	"pyridoxal phosphate biosynthetic process"	"BP"	2	0	1
"GO:0008615"	"pyridoxine biosynthetic process"	"BP"	2	0	1
"GO:0008614"	"pyridoxine metabolic process"	"BP"	2	0	1
"GO:0046126"	"pyrimidine deoxyribonucleoside biosynthetic process"	"BP"	2	0	1
"GO:0009197"	"pyrimidine deoxyribonucleoside diphosphate biosynthetic process"	"BP"	2	0	1
"GO:0009196"	"pyrimidine deoxyribonucleoside diphosphate metabolic process"	"BP"	2	0	1
"GO:0009139"	"pyrimidine nucleoside diphosphate biosynthetic process"	"BP"	2	0	1
"GO:0015864"	"pyrimidine nucleoside transport"	"BP"	2	0	1
"GO:0021942"	"radial glia guided migration of Purkinje cell"	"BP"	2	0	1
"GO:0060816"	"random inactivation of X chromosome"	"BP"	2	0	1
"GO:0097500"	"receptor localization to non-motile cilium"	"BP"	2	0	1
"GO:0034402"	"recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex"	"BP"	2	0	1
"GO:0071955"	"recycling endosome to Golgi transport"	"BP"	2	0	1
"GO:1905868"	"regulation of 3'-UTR-mediated mRNA stabilization"	"BP"	2	0	1
"GO:1904232"	"regulation of aconitate hydratase activity"	"BP"	2	0	1
"GO:1905674"	"regulation of adaptive immune memory response"	"BP"	2	0	1
"GO:1905335"	"regulation of aggrephagy"	"BP"	2	0	1
"GO:2000858"	"regulation of aldosterone secretion"	"BP"	2	0	1
"GO:0051941"	"regulation of amino acid uptake involved in synaptic transmission"	"BP"	2	0	1
"GO:0110061"	"regulation of angiotensin-activated signaling pathway"	"BP"	2	0	1
"GO:0002759"	"regulation of antimicrobial humoral response"	"BP"	2	0	1
"GO:0061888"	"regulation of astrocyte activation"	"BP"	2	0	1
"GO:2000458"	"regulation of astrocyte chemotaxis"	"BP"	2	0	1
"GO:1902423"	"regulation of attachment of mitotic spindle microtubules to kinetochore"	"BP"	2	0	1
"GO:0072095"	"regulation of branch elongation involved in ureteric bud branching"	"BP"	2	0	1
"GO:0046586"	"regulation of calcium-dependent cell-cell adhesion"	"BP"	2	0	1
"GO:1901295"	"regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment"	"BP"	2	0	1
"GO:1905066"	"regulation of canonical Wnt signaling pathway involved in heart development"	"BP"	2	0	1
"GO:1905178"	"regulation of cardiac muscle tissue regeneration"	"BP"	2	0	1
"GO:1901301"	"regulation of cargo loading into COPII-coated vesicle"	"BP"	2	0	1
"GO:0072364"	"regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter"	"BP"	2	0	1
"GO:0032847"	"regulation of cellular pH reduction"	"BP"	2	0	1
"GO:2000683"	"regulation of cellular response to X-ray"	"BP"	2	0	1
"GO:2000338"	"regulation of chemokine (C-X-C motif) ligand 1 production"	"BP"	2	0	1
"GO:0060694"	"regulation of cholesterol transporter activity"	"BP"	2	0	1
"GO:0010848"	"regulation of chromatin disassembly"	"BP"	2	0	1
"GO:0033341"	"regulation of collagen binding"	"BP"	2	0	1
"GO:0030451"	"regulation of complement activation, alternative pathway"	"BP"	2	0	1
"GO:1903433"	"regulation of constitutive secretory pathway"	"BP"	2	0	1
"GO:1903850"	"regulation of cristae formation"	"BP"	2	0	1
"GO:1900150"	"regulation of defense response to fungus"	"BP"	2	0	1
"GO:1904875"	"regulation of DNA ligase activity"	"BP"	2	0	1
"GO:0072695"	"regulation of DNA recombination at telomere"	"BP"	2	0	1
"GO:0097752"	"regulation of DNA stability"	"BP"	2	0	1
"GO:0060382"	"regulation of DNA strand elongation"	"BP"	2	0	1
"GO:1902954"	"regulation of early endosome to recycling endosome transport"	"BP"	2	0	1
"GO:1903998"	"regulation of eating behavior"	"BP"	2	0	1
"GO:0060733"	"regulation of eIF2 alpha phosphorylation by amino acid starvation"	"BP"	2	0	1
"GO:2000124"	"regulation of endocannabinoid signaling pathway"	"BP"	2	0	1
"GO:0042663"	"regulation of endodermal cell fate specification"	"BP"	2	0	1
"GO:1904904"	"regulation of endothelial cell-matrix adhesion via fibronectin"	"BP"	2	0	1
"GO:1901074"	"regulation of engulfment of apoptotic cell"	"BP"	2	0	1
"GO:1901187"	"regulation of ephrin receptor signaling pathway"	"BP"	2	0	1
"GO:2000864"	"regulation of estradiol secretion"	"BP"	2	0	1
"GO:0071898"	"regulation of estrogen receptor binding"	"BP"	2	0	1
