"Treatment","Drug","X","VCFG_Compound_Plate_ID","Patient","WellID","Perc_FC","Bin","ZScore","Dose","Hit","Target","Pathway","VCFG_Plate_ID","compared.to","Mahalanobis","mp.value"
"GSK2334470_0.5","GSK2334470",2529,"D12","yP295_LT","F03",100,"CV1",1.661,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",2.004,0.321
"GSK2334470_5","GSK2334470",2421,"D12","yP295_LT","C03",89.446,"CV1",-3.284,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",1.872,0.503
"GSK2578215A_0.5","GSK2578215A",2976,"D14","yP295_LT","F08",100,"CV1",0.427,"0.5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",3.567,0
"GSK2578215A_5","GSK2578215A",2868,"D14","yP295_LT","C08",100,"CV1",0.736,"5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",2.352,0
"GSK2636771_0.5","GSK2636771",3228,"D15","yP295_LT","G08",100,"CV1",1.357,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",0.159,1
"GSK2636771_5","GSK2636771",3120,"D15","yP295_LT","D08",100,"CV1",0.577,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.191,0.827
"GSK429286A_0.5","GSK429286A",984,"D05","yP295_LT","E04",100,"CV1",0.304,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.376,1
"GSK429286A_5","GSK429286A",876,"D05","yP295_LT","B04",100,"HI",2.483,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",2.973,0.161
"GSK461364_0.5","GSK461364",1284,"D06","yP295_LT","G08",46.325,"LC",-4.319,"0.5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",19.281,0.176
"GSK461364_5","GSK461364",1176,"D06","yP295_LT","D08",12.078,"LC",-6.888,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",84.605,0
"GSK621_0.5","GSK621",3150,"D15","yP295_LT","E06",100,"CV1",1.729,"0.5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",0.442,1
"GSK621_5","GSK621",3042,"D15","yP295_LT","B06",100,"HI",3.659,"5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",1.743,0.518
"GSK650394_0.5","GSK650394",2586,"D12","yP295_LT","G10",100,"CV1",-0.755,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",4.021,0
"GSK650394_5","GSK650394",2478,"D12","yP295_LT","D10",100,"CV1",0.775,"5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",1.573,0.502
"GSK690693_0.5","GSK690693",552,"D03","yP295_LT","E04",100,"CV1",1.828,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.32,0.655
"GSK690693_5","GSK690693",444,"D03","yP295_LT","B04",82.812,"CV1",-1.988,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",3.293,0
"GW5074_0.5","GW5074",2073,"D10","yP295_LT","E07",90.793,"CV1",-1.833,"0.5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",2.538,0.155
"GW5074_5","GW5074",1965,"D10","yP295_LT","B07",84.067,"CV1",-3.743,"5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",2.399,0.164
"GZD824 Dimesylate_0.5","GZD824 Dimesylate",2511,"D12","yP295_LT","E09",100,"HI",4.588,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",5.891,0
"GZD824 Dimesylate_5","GZD824 Dimesylate",2403,"D12","yP295_LT","B09",21.697,"LC",-15,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",103.066,0
"H 89 2HCl_0.5","H 89 2HCl",1200,"D06","yP295_LT","E04",72.769,"CV2",-2.335,"0.5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",5.635,0.158
"H 89 2HCl_5","H 89 2HCl",1092,"D06","yP295_LT","B04",100,"CV1",0.197,"5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",0.284,1
"Hesperadin_0.5","Hesperadin",1029,"D05","yP295_LT","F07",100,"CV1",0.086,"0.5","No","AUK","Cell cycle progression","D05","DMSO_0uM",0.243,1
"Hesperadin_5","Hesperadin",921,"D05","yP295_LT","C07",33.85,"LC",-3.534,"5","Yes","AUK","Cell cycle progression","D05","DMSO_0uM",15.949,0
"HMN-214_0.5","HMN-214",1056,"D05","yP295_LT","G04",100,"CV1",0.763,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.89,0.466
"HMN-214_5","HMN-214",948,"D05","yP295_LT","D04",50.426,"CV2",-2.701,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",11.226,0.191
"Honokiol_0.5","Honokiol",1494,"D07","yP295_LT","G06",97.976,"CV1",-0.488,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",0.435,0.848
"Honokiol_5","Honokiol",1386,"D07","yP295_LT","D06",97.068,"CV1",-0.594,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",4.568,0.162
"HS-173_0.5","HS-173",2724,"D13","yP295_LT","E08",100,"CV1",7.116,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",0.514,1
"HS-173_5","HS-173",2616,"D13","yP295_LT","B08",40.368,"LC",-15,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",18.411,0
"HTH-01-015_0.5","HTH-01-015",2718,"D13","yP295_LT","E06",100,"HI",15,"0.5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",3.45,0
"HTH-01-015_5","HTH-01-015",2610,"D13","yP295_LT","B06",58.96,"CV2",-15,"5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",9.898,0
"Ibrutinib (PCI-32765)_0.5","Ibrutinib (PCI-32765)",1635,"D08","yP295_LT","E05",95.451,"CV1",-0.645,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",0.371,1
"Ibrutinib (PCI-32765)_5","Ibrutinib (PCI-32765)",1527,"D08","yP295_LT","B05",81.556,"CV1",-2.685,"5","No","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",3.028,0
"Idelalisib (CAL-101_ GS-1101)_0.5","Idelalisib (CAL-101_ GS-1101)",1416,"D07","yP295_LT","E04",83.969,"CV1",-2.126,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",9.97,0
"Idelalisib (CAL-101_ GS-1101)_5","Idelalisib (CAL-101_ GS-1101)",1308,"D07","yP295_LT","B04",100,"CV1",0.919,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",0.873,0.834
"IKK-16 (IKK Inhibitor VII)_0.5","IKK-16 (IKK Inhibitor VII)",2109,"D10","yP295_LT","F07",99.698,"CV1",0.695,"0.5","No","IKK","NFkB","D10","DMSO_0uM",1.484,0.838
"IKK-16 (IKK Inhibitor VII)_5","IKK-16 (IKK Inhibitor VII)",2001,"D10","yP295_LT","C07",0.627,"LC",-15,"5","Yes","IKK","NFkB","D10","DMSO_0uM",150,0
"IM-12_0.5","IM-12",2934,"D14","yP295_LT","E06",100,"CV1",2.158,"0.5","No","GSK-3","Wnt","D14","DMSO_0uM",3.016,0.153
"IM-12_5","IM-12",2826,"D14","yP295_LT","B06",90.524,"CV1",-0.657,"5","No","GSK-3","Wnt","D14","DMSO_0uM",1.766,0.322
"Imatinib Mesylate (STI571)_0.5","Imatinib Mesylate (STI571)",201,"D01","yP295_LT","G07",81.612,"CV1",-0.816,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",2.223,0.178
"Imatinib Mesylate (STI571)_5","Imatinib Mesylate (STI571)",93,"D01","yP295_LT","D07",77.026,"CV2",-1.011,"5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",3.812,0
"IMD 0354_0.5","IMD 0354",2106,"D10","yP295_LT","F06",92.491,"CV1",-1.351,"0.5","No","IKK","NFkB","D10","DMSO_0uM",1.534,0.818
"IMD 0354_5","IMD 0354",1998,"D10","yP295_LT","C06",2.577,"LC",-15,"5","Yes","IKK","NFkB","D10","DMSO_0uM",150,0
"Indirubin_0.5","Indirubin",1425,"D07","yP295_LT","E07",88.361,"CV1",-1.612,"0.5","No","GSK-3","Wnt","D07","DMSO_0uM",5.354,0.175
"Indirubin_5","Indirubin",1317,"D07","yP295_LT","B07",72.745,"CV2",-3.439,"5","No","GSK-3","Wnt","D07","DMSO_0uM",12.093,0
"INK 128 (MLN0128)_0.5","INK 128 (MLN0128)",1941,"D09","yP295_LT","G11",100,"HI",3.033,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",1.959,0.521
"INK 128 (MLN0128)_5","INK 128 (MLN0128)",1833,"D09","yP295_LT","D11",43.125,"LC",-8.058,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",25.465,0
"IPA-3_0.5","IPA-3",2961,"D14","yP295_LT","F03",94.952,"CV1",-0.205,"0.5","No","HDAC/PAK","Cytoskeletal","D14","DMSO_0uM",3.067,0
"IPA-3_5","IPA-3",2853,"D14","yP295_LT","C03",100,"HI",3.542,"5","No","HDAC/PAK","Cytoskeletal","D14","DMSO_0uM",5.044,0
"Ipatasertib (GDC-0068)_0.5","Ipatasertib (GDC-0068)",1905,"D09","yP295_LT","F11",94.834,"CV1",-0.7,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",0.533,0.859
"Ipatasertib (GDC-0068)_5","Ipatasertib (GDC-0068)",1797,"D09","yP295_LT","C11",64.495,"CV2",-5.017,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",7.287,0
"JNJ-7706621_0.5","JNJ-7706621",774,"D04","yP295_LT","E06",100,"CV1",0.629,"0.5","No","AUK","Cell cycle progression","D04","DMSO_0uM",0.708,0.85
"JNJ-7706621_5","JNJ-7706621",666,"D04","yP295_LT","B06",89.609,"CV1",-1.258,"5","No","AUK","Cell cycle progression","D04","DMSO_0uM",7.087,0.165
"JNK Inhibitor IX_0.5","JNK Inhibitor IX",2769,"D13","yP295_LT","F11",100,"CV1",15,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",0.706,1
"JNK Inhibitor IX_5","JNK Inhibitor IX",2661,"D13","yP295_LT","C11",38.483,"LC",-15,"5","Yes","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",19.606,0
"JNK-IN-8_0.5","JNK-IN-8",2352,"D11","yP295_LT","G04",96.81,"CV1",-0.408,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",0.752,0.83
"JNK-IN-8_5","JNK-IN-8",2244,"D11","yP295_LT","D04",61.891,"CV2",-5.584,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",30.075,0
"KN-62_0.5","KN-62",2763,"D13","yP295_LT","F09",100,"CV1",15,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",0.418,1
"KN-62_5","KN-62",2655,"D13","yP295_LT","C09",55.671,"CV2",-15,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",12.97,0
"KN-93 Phosphate_0.5","KN-93 Phosphate",2799,"D13","yP295_LT","G09",96.958,"CV1",2.702,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",0.995,0.827
"KN-93 Phosphate_5","KN-93 Phosphate",2691,"D13","yP295_LT","D09",97.996,"CV1",3.976,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",2.253,0.323
"KU-0063794_0.5","KU-0063794",840,"D04","yP295_LT","G04",100,"CV1",0.517,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",1.591,0.518
"KU-0063794_5","KU-0063794",732,"D04","yP295_LT","D04",95.119,"CV1",-0.549,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",2.014,0.349
"KU-55933 (ATM Kinase Inhibitor)_0.5","KU-55933 (ATM Kinase Inhibitor)",420,"D02","yP295_LT","G08",100,"CV1",1.616,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D02","DMSO_0uM",2.131,0.155
"KU-55933 (ATM Kinase Inhibitor)_5","KU-55933 (ATM Kinase Inhibitor)",312,"D02","yP295_LT","D08",97.892,"CV1",-0.049,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D02","DMSO_0uM",1.446,0.325
"KU-60019_0.5","KU-60019",1041,"D05","yP295_LT","F11",100,"HI",1.035,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D05","DMSO_0uM",1.606,0.343
"KU-60019_5","KU-60019",933,"D05","yP295_LT","C11",100,"CV1",-0.102,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D05","DMSO_0uM",0.092,1
"KW-2449_0.5","KW-2449",1242,"D06","yP295_LT","F06",100,"CV1",0.158,"0.5","No","AUK","Cell cycle progression","D06","DMSO_0uM",1.464,0.318
"KW-2449_5","KW-2449",1134,"D06","yP295_LT","C06",85.178,"CV1",-1.403,"5","No","AUK","Cell cycle progression","D06","DMSO_0uM",1.709,0.347
"KX2-391_0.5","KX2-391",1716,"D08","yP295_LT","G08",85.877,"CV1",-2.051,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",0.899,1
"KX2-391_5","KX2-391",1608,"D08","yP295_LT","D08",13.24,"LC",-12.713,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",61.96,0
"LDC000067_0.5","LDC000067",2766,"D13","yP295_LT","F10",100,"CV1",11.745,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",1.455,0.675
"LDC000067_5","LDC000067",2658,"D13","yP295_LT","C10",100,"HI",15,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",1.323,0.675
"LDN-214117_0.5","LDN-214117",2937,"D14","yP295_LT","E07",87.844,"CV1",-0.931,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D14","DMSO_0uM",5.546,0
"LDN-214117_5","LDN-214117",2829,"D14","yP295_LT","B07",21.99,"LC",-7.651,"5","Yes","PKA/PKC/TGF-Beta","TGFb Smad","D14","DMSO_0uM",40.378,0
"LFM-A13_0.5","LFM-A13",2946,"D14","yP295_LT","E10",100,"CV1",0.635,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",2.147,0.318
"LFM-A13_5","LFM-A13",2838,"D14","yP295_LT","B10",94.848,"CV1",-0.216,"5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",2.596,0.17
"Linifanib (ABT-869)_0.5","Linifanib (ABT-869)",117,"D01","yP295_LT","E03",97.832,"CV1",-0.129,"0.5","No","Miscellaneous","Miscellaneous","D01","DMSO_0uM",0.562,1
"Linifanib (ABT-869)_5","Linifanib (ABT-869)",9,"D01","yP295_LT","B03",87.95,"CV1",-0.548,"5","No","Miscellaneous","Miscellaneous","D01","DMSO_0uM",1.322,0.665
"LJH685_0.5","LJH685",3216,"D15","yP295_LT","G04",100,"CV1",0.819,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.184,0.674
"LJH685_5","LJH685",3108,"D15","yP295_LT","D04",100,"CV1",2.822,"5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.887,0.327
"LJI308_0.5","LJI308",3147,"D15","yP295_LT","E05",100,"CV1",1.313,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",0.893,0.821
"LJI308_5","LJI308",3039,"D15","yP295_LT","B05",100,"CV1",0.647,"5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.451,0.525
"Losmapimod (GW856553X)_0.5","Losmapimod (GW856553X)",2553,"D12","yP295_LT","F11",100,"CV1",0.853,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",2.236,0.163
"Losmapimod (GW856553X)_5","Losmapimod (GW856553X)",2445,"D12","yP295_LT","C11",100,"CV1",0.611,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",2.428,0.183
"LY2090314_0.5","LY2090314",2370,"D11","yP295_LT","G10",100,"CV1",0.789,"0.5","No","GSK-3","Wnt","D11","DMSO_0uM",1.145,0.664
"LY2090314_5","LY2090314",2262,"D11","yP295_LT","D10",38.889,"LC",-8.993,"5","Yes","GSK-3","Wnt","D11","DMSO_0uM",60.467,0
"LY2228820_0.5","LY2228820",3399,"D16","yP295_LT","F09",100,"CV1",2.109,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D16","DMSO_0uM",3.716,0
"LY2228820_5","LY2228820",3300,"D16","yP295_LT","C09",7.64,"LC",-12.082,"5","Yes","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D16","DMSO_0uM",150,0
"LY2603618_0.5","LY2603618",1470,"D07","yP295_LT","F10",100,"CV1",1.282,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",3.644,0.174
"LY2603618_5","LY2603618",1362,"D07","yP295_LT","C10",25.105,"LC",-9.011,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",109.947,0
"LY294002_0.5","LY294002",393,"D02","yP295_LT","F11",100,"CV1",1.245,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",0.797,1
"LY294002_5","LY294002",285,"D02","yP295_LT","C11",100,"HI",2.899,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",2.308,0.17
"LY3023414_0.5","LY3023414",3396,"D16","yP295_LT","F08",100,"CV1",0.685,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",1.869,0.497
"LY3023414_5","LY3023414",3297,"D16","yP295_LT","C08",24.839,"LC",-9.812,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",59.997,0
"Milciclib (PHA-848125)_0.5","Milciclib (PHA-848125)",1887,"D09","yP295_LT","F05",94.372,"CV1",-0.766,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",0.166,1
"Milciclib (PHA-848125)_5","Milciclib (PHA-848125)",1779,"D09","yP295_LT","C05",30.803,"LC",-9.811,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",32.101,0
"Miltefosine_0.5","Miltefosine",3432,"D16","yP295_LT","G09",100,"CV1",2.01,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",4.253,0
"Miltefosine_5","Miltefosine",3333,"D16","yP295_LT","D09",91.441,"CV1",-1.023,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",1.875,0.336
"MK-2206 2HCl_0.5","MK-2206 2HCl",345,"D02","yP295_LT","E07",89.362,"CV1",-0.877,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",1.85,0.336
"MK-2206 2HCl_5","MK-2206 2HCl",237,"D02","yP295_LT","B07",67.442,"CV2",-3.002,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",8.043,0
"MK-5108 (VX-689)_0.5","MK-5108 (VX-689)",1860,"D09","yP295_LT","E08",96.032,"CV1",-0.53,"0.5","No","AUK","Cell cycle progression","D09","DMSO_0uM",0.592,0.825
"MK-5108 (VX-689)_5","MK-5108 (VX-689)",1752,"D09","yP295_LT","B08",82.962,"CV1",-2.389,"5","No","AUK","Cell cycle progression","D09","DMSO_0uM",3.19,0
"MK-8745_0.5","MK-8745",2301,"D11","yP295_LT","E11",93.103,"CV1",-0.957,"0.5","No","AUK","Cell cycle progression","D11","DMSO_0uM",2.57,0.193
"MK-8745_5","MK-8745",2193,"D11","yP295_LT","B11",75.828,"CV2",-3.518,"5","No","AUK","Cell cycle progression","D11","DMSO_0uM",11.224,0.167
"MLN2480_0.5","MLN2480",2571,"D12","yP295_LT","G05",100,"HI",3.9,"0.5","No","MAPK/ERK","MAPK/ERK","D12","DMSO_0uM",4.38,0
"MLN2480_5","MLN2480",2463,"D12","yP295_LT","D05",32.659,"LC",-15,"5","Yes","MAPK/ERK","MAPK/ERK","D12","DMSO_0uM",63.423,0
"MLN8054_0.5","MLN8054",423,"D02","yP295_LT","G09",97.02,"CV1",-0.134,"0.5","No","AUK","Cell cycle progression","D02","DMSO_0uM",0.964,0.832
"MLN8054_5","MLN8054",315,"D02","yP295_LT","D09",82.783,"CV1",-1.515,"5","No","AUK","Cell cycle progression","D02","DMSO_0uM",0.92,0.825
"Momelotinib (CYT387)_0.5","Momelotinib (CYT387)",1413,"D07","yP295_LT","E03",78.385,"CV2",-2.779,"0.5","No","JAK/STAT/Pim","JAK/STAT","D07","DMSO_0uM",8.552,0
"Momelotinib (CYT387)_5","Momelotinib (CYT387)",1305,"D07","yP295_LT","B03",100,"CV1",0.795,"5","No","JAK/STAT/Pim","JAK/STAT","D07","DMSO_0uM",1.416,0.322
"Nilotinib (AMN-107)_0.5","Nilotinib (AMN-107)",204,"D01","yP295_LT","G08",84.539,"CV1",-0.692,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",4.96,0
"Nilotinib (AMN-107)_5","Nilotinib (AMN-107)",96,"D01","yP295_LT","D08",100,"CV1",0.265,"5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",1.244,0.683
"NSC 23766_0.5","NSC 23766",3348,"D16","yP295_LT","E03",100,"CV1",1.658,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",2.38,0.164
"NSC 23766_5","NSC 23766",3249,"D16","yP295_LT","B03",98.749,"CV1",-0.059,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",0.949,0.836
"NU6027_0.5","NU6027",2535,"D12","yP295_LT","F05",100,"CV1",0.761,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",1.735,0.514
"NU6027_5","NU6027",2427,"D12","yP295_LT","C05",100,"CV1",-0.786,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",2.488,0.304
"NVP-BHG712_0.5","NVP-BHG712",1218,"D06","yP295_LT","E10",100,"CV1",0.396,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D06","DMSO_0uM",3.206,0.154
"NVP-BHG712_5","NVP-BHG712",1110,"D06","yP295_LT","B10",100,"HI",1.61,"5","No","Bcr-Abl/BTK","B Cell Receptor","D06","DMSO_0uM",1.135,0.332
"NVP-BSK805 2HCl_0.5","NVP-BSK805 2HCl",1674,"D08","yP295_LT","F06",97.15,"CV1",-0.396,"0.5","No","JAK/STAT/Pim","JAK/STAT","D08","DMSO_0uM",0.624,1
"NVP-BSK805 2HCl_5","NVP-BSK805 2HCl",1566,"D08","yP295_LT","C06",68.837,"CV2",-4.552,"5","No","JAK/STAT/Pim","JAK/STAT","D08","DMSO_0uM",5.499,0
"Oclacitinib_0.5","Oclacitinib",3360,"D16","yP295_LT","E07",92.25,"CV1",-0.916,"0.5","No","JAK/STAT/Pim","JAK/STAT","D16","DMSO_0uM",2.023,0.295
"Oclacitinib_5","Oclacitinib",3261,"D16","yP295_LT","B07",100,"CV1",0.364,"5","No","JAK/STAT/Pim","JAK/STAT","D16","DMSO_0uM",1.129,0.673
"Omipalisib (GSK2126458_ GSK458)_0.5","Omipalisib (GSK2126458_ GSK458)",1509,"D07","yP295_LT","G11",93.589,"CV1",-1.001,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.315,0.174
"Omipalisib (GSK2126458_ GSK458)_5","Omipalisib (GSK2126458_ GSK458)",1401,"D07","yP295_LT","D11",15.219,"LC",-10.167,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",134.761,0
"ONO-4059 analogue_0.5","ONO-4059 analogue",3183,"D15","yP295_LT","F05",100,"CV1",2.277,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D15","DMSO_0uM",1.241,0.673
"ONO-4059 analogue_5","ONO-4059 analogue",3075,"D15","yP295_LT","C05",100,"CV1",0.912,"5","No","Bcr-Abl/BTK","B Cell Receptor","D15","DMSO_0uM",2.346,0.325
"OSI-027_0.5","OSI-027",1503,"D07","yP295_LT","G09",92.468,"CV1",-1.132,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",5.942,0
"OSI-027_5","OSI-027",1395,"D07","yP295_LT","D09",100,"HI",5.317,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",12.27,0
"OSU-03012 (AR-12)_0.5","OSU-03012 (AR-12)",429,"D02","yP295_LT","G11",100,"CV1",0.562,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",3.695,0.18
"OSU-03012 (AR-12)_5","OSU-03012 (AR-12)",321,"D02","yP295_LT","D11",91.959,"CV1",-0.625,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",3.313,0.168
"P276-00_0.5","P276-00",3357,"D16","yP295_LT","E06",100,"CV1",1.618,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",1.508,0.474
"P276-00_5","P276-00",3258,"D16","yP295_LT","B06",15.949,"LC",-10.985,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",127.825,0
"Palbociclib (PD-0332991) HCl_0.5","Palbociclib (PD-0332991) HCl",3366,"D16","yP295_LT","E09",89.394,"CV1",-1.293,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",1.458,0.337
"Palbociclib (PD-0332991) HCl_5","Palbociclib (PD-0332991) HCl",3267,"D16","yP295_LT","B09",39.397,"LC",-7.891,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",39.704,0
"Palomid 529 (P529)_0.5","Palomid 529 (P529)",1455,"D07","yP295_LT","F05",95.808,"CV1",-0.741,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.297,0.145
