Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
H 89 2HCl,1091,D06,yPJF520_LT1,H 89 2HCl_5,B04,85.9,CV1,-1.412,5,No hit,PI3K Akt mTOR,PKA S6 Kinase,PKA/PKC/TGF-Beta,PIK3/mTOR/AKT Pathway
H 89 2HCl,1199,D06,yPJF520_LT1,H 89 2HCl_0.5,E04,91.614,CV1,-0.851,0.5,No hit,PI3K Akt mTOR,PKA S6 Kinase,PKA/PKC/TGF-Beta,PIK3/mTOR/AKT Pathway
H 89 2HCl,1090,D06,yPDB516_LT1,H 89 2HCl_5,B04,84.36,CV1,-0.953,5,No hit,PI3K Akt mTOR,PKA S6 Kinase,PKA/PKC/TGF-Beta,PIK3/mTOR/AKT Pathway
Enzastaurin (LY317615),369,D02,yPMK295_LT,Enzastaurin (LY317615)_0.5,F03,82.125,CV1,-1.578,0.5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Enzastaurin (LY317615),259,D02,yPDB516_LT1,Enzastaurin (LY317615)_5,C03,116.394,CV1,1.946,5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Enzastaurin (LY317615),260,D02,yPJF520_LT1,Enzastaurin (LY317615)_5,C03,102.429,CV1,-0.114,5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Enzastaurin (LY317615),261,D02,yPMK295_LT,Enzastaurin (LY317615)_5,C03,110.962,CV1,1.218,5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Enzastaurin (LY317615),368,D02,yPJF520_LT1,Enzastaurin (LY317615)_0.5,F03,93.266,CV1,-0.37,0.5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Enzastaurin (LY317615),367,D02,yPDB516_LT1,Enzastaurin (LY317615)_0.5,F03,109.329,CV1,1.167,0.5,No hit,Neuronal Signaling,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2549,D12,yPJF520_LT1,Bisindolylmaleimide I (GF109203X)_0.5,F10,93.766,CV1,-0.062,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2442,D12,yPMK295_LT,Bisindolylmaleimide I (GF109203X)_5,C10,17.969,LC,-19.058,5,Hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2548,D12,yPDB516_LT1,Bisindolylmaleimide I (GF109203X)_0.5,F10,89.114,CV1,-1.545,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2550,D12,yPMK295_LT,Bisindolylmaleimide I (GF109203X)_0.5,F10,106.832,CV1,0.553,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2440,D12,yPDB516_LT1,Bisindolylmaleimide I (GF109203X)_5,C10,86.095,CV1,-1.924,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Bisindolylmaleimide I (GF109203X),2441,D12,yPJF520_LT1,Bisindolylmaleimide I (GF109203X)_5,C10,90.103,CV1,-0.359,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2117,D10,yPJF520_LT1,Go 6983_0.5,F10,86.413,CV1,-0.844,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2118,D10,yPMK295_LT,Go 6983_0.5,F10,99.99,CV1,0.778,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2009,D10,yPJF520_LT1,Go 6983_5,C10,91.153,CV1,-0.593,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2010,D10,yPMK295_LT,Go 6983_5,C10,101.788,CV1,1.289,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2116,D10,yPDB516_LT1,Go 6983_0.5,F10,92.053,CV1,-0.673,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Go 6983,2008,D10,yPDB516_LT1,Go 6983_5,C10,87.571,CV1,-1.028,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1825,D09,yPDB516_LT1,Sotrastaurin_5,D09,92.056,CV1,-0.656,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1934,D09,yPJF520_LT1,Sotrastaurin_0.5,G09,97.249,CV1,-0.021,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1826,D09,yPJF520_LT1,Sotrastaurin_5,D09,144.931,HI,1.504,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1933,D09,yPDB516_LT1,Sotrastaurin_0.5,G09,98.273,CV1,-0.133,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1935,D09,yPMK295_LT,Sotrastaurin_0.5,G09,104.134,CV1,0.623,0.5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
Sotrastaurin,1827,D09,yPMK295_LT,Sotrastaurin_5,D09,95.46,CV1,-0.611,5,No hit,TGF beta Smad,PKC,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2829,D14,yPMK295_LT,LDN-214117_5,B07,21.99,LC,-7.651,5,Hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2828,D14,yPJF520_LT1,LDN-214117_5,B07,61.948,CV2,-2.214,5,No hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2936,D14,yPJF520_LT1,LDN-214117_0.5,E07,94.739,CV1,-0.378,0.5,No hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2935,D14,yPDB516_LT1,LDN-214117_0.5,E07,85.446,CV1,-1.16,0.5,No hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2937,D14,yPMK295_LT,LDN-214117_0.5,E07,87.844,CV1,-0.931,0.5,No hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
LDN-214117,2827,D14,yPDB516_LT1,LDN-214117_5,B07,121.106,HI,1.476,5,No hit,TGF beta Smad,TGF-beta Smad,PKA/PKC/TGF-Beta,TGF beta Smad
Fasudil (HA-1077) HCl,1196,D06,yPJF520_LT1,Fasudil (HA-1077) HCl_0.5,E03,99.25,CV1,-0.101,0.5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Fasudil (HA-1077) HCl,1197,D06,yPMK295_LT,Fasudil (HA-1077) HCl_0.5,E03,101.563,CV1,-0.174,0.5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Fasudil (HA-1077) HCl,1089,D06,yPMK295_LT,Fasudil (HA-1077) HCl_5,B03,98.44,CV1,-0.409,5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Fasudil (HA-1077) HCl,1087,D06,yPDB516_LT1,Fasudil (HA-1077) HCl_5,B03,81.943,CV1,-1.103,5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Fasudil (HA-1077) HCl,1195,D06,yPDB516_LT1,Fasudil (HA-1077) HCl_0.5,E03,80.323,CV1,-1.203,0.5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Fasudil (HA-1077) HCl,1088,D06,yPJF520_LT1,Fasudil (HA-1077) HCl_5,B03,69.707,CV2,-3.003,5,No hit,Cell Cycle,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,225,D02,yPMK295_LT,Y-27632 2HCl_5,B03,101.796,CV1,0.329,5,No hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,332,D02,yPJF520_LT1,Y-27632 2HCl_0.5,E03,46.029,LC,-1.688,0.5,Hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,223,D02,yPDB516_LT1,Y-27632 2HCl_5,B03,102.224,CV1,0.384,5,No hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,224,D02,yPJF520_LT1,Y-27632 2HCl_5,B03,74.135,CV2,-0.904,5,No hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,333,D02,yPMK295_LT,Y-27632 2HCl_0.5,E03,89.13,CV1,-0.899,0.5,No hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
Y-27632 2HCl,331,D02,yPDB516_LT1,Y-27632 2HCl_0.5,E03,116.911,CV1,2.003,0.5,No hit,Others,Autophagy ROCK,PLK1/CDK/c-myc/Rho,cell-cycle progression
10058-F4,2396,D12,yPJF520_LT1,10058-F4_5,B07,81.934,CV1,-1.021,5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
10058-F4,2505,D12,yPMK295_LT,10058-F4_0.5,E07,104.819,CV1,0.109,0.5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
10058-F4,2397,D12,yPMK295_LT,10058-F4_5,B07,100.145,CV1,-0.923,5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
10058-F4,2503,D12,yPDB516_LT1,10058-F4_0.5,E07,74.15,CV2,-3.423,0.5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
10058-F4,2395,D12,yPDB516_LT1,10058-F4_5,B07,77.034,CV2,-3.061,5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
10058-F4,2504,D12,yPJF520_LT1,10058-F4_0.5,E07,82.555,CV1,-0.971,0.5,No hit,Cell Cycle,c-Myc,PLK1/CDK/c-myc/Rho,Cell-cycle progression 
abemaciclib (LY2835219),2433,D12,yPMK295_LT,abemaciclib (LY2835219)_5,C07,49.778,LC,-12.038,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
abemaciclib (LY2835219),2541,D12,yPMK295_LT,abemaciclib (LY2835219)_0.5,F07,103.34,CV1,-0.218,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
abemaciclib (LY2835219),2431,D12,yPDB516_LT1,abemaciclib (LY2835219)_5,C07,39.978,LC,-7.713,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
abemaciclib (LY2835219),2432,D12,yPJF520_LT1,abemaciclib (LY2835219)_5,C07,49.663,LC,-3.638,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
abemaciclib (LY2835219),2540,D12,yPJF520_LT1,abemaciclib (LY2835219)_0.5,F07,107.57,CV1,1.057,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
abemaciclib (LY2835219),2539,D12,yPDB516_LT1,abemaciclib (LY2835219)_0.5,F07,85.271,CV1,-2.027,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,954,D05,yPMK295_LT,AT7519_5,D06,31.95,LC,-3.629,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,953,D05,yPJF520_LT1,AT7519_5,D06,19.35,LC,-3.016,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,952,D05,yPDB516_LT1,AT7519_5,D06,1.915,LC,-6.663,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,1061,D05,yPJF520_LT1,AT7519_0.5,G06,83.464,CV1,-0.492,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,1062,D05,yPMK295_LT,AT7519_0.5,G06,111.135,CV1,0.348,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AT7519,1060,D05,yPDB516_LT1,AT7519_0.5,G06,73.956,CV2,-1.849,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1431,D07,yPMK295_LT,AZD5438_0.5,E09,94.837,CV1,-0.855,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1430,D07,yPJF520_LT1,AZD5438_0.5,E09,75.02,CV2,-1.061,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1321,D07,yPDB516_LT1,AZD5438_5,B09,2.072,LC,-10.671,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1323,D07,yPMK295_LT,AZD5438_5,B09,43.881,LC,-6.815,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1322,D07,yPJF520_LT1,AZD5438_5,B09,9.334,LC,-4.276,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
AZD5438,1429,D07,yPDB516_LT1,AZD5438_0.5,E09,84.605,CV1,-1.8,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1239,D06,yPMK295_LT,BMS-265246_0.5,F05,102.67,CV1,-0.091,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1238,D06,yPJF520_LT1,BMS-265246_0.5,F05,87.452,CV1,-1.26,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1129,D06,yPDB516_LT1,BMS-265246_5,C05,95.255,CV1,-0.279,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1131,D06,yPMK295_LT,BMS-265246_5,C05,95.271,CV1,-0.646,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1130,D06,yPJF520_LT1,BMS-265246_5,C05,74.868,CV2,-2.496,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BMS-265246,1237,D06,yPDB516_LT1,BMS-265246_0.5,F05,91.166,CV1,-0.532,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,969,D05,yPMK295_LT,BS-181 HCl_5,D11,62.168,CV2,-2.111,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,967,D05,yPDB516_LT1,BS-181 HCl_5,D11,82.072,CV1,-1.307,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,968,D05,yPJF520_LT1,BS-181 HCl_5,D11,78.201,CV2,-0.7,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,1075,D05,yPDB516_LT1,BS-181 HCl_0.5,G11,95.929,CV1,-0.381,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,1077,D05,yPMK295_LT,BS-181 HCl_0.5,G11,131.979,HI,1.395,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
BS-181 HCl,1076,D05,yPJF520_LT1,BS-181 HCl_0.5,G11,85.251,CV1,-0.422,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1783,D09,yPDB516_LT1,Dinaciclib (SCH727965)_5,C07,2.222,LC,-8.214,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1784,D09,yPJF520_LT1,Dinaciclib (SCH727965)_5,C07,3.8,LC,-3.01,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1892,D09,yPJF520_LT1,Dinaciclib (SCH727965)_0.5,F07,6.97,LC,-2.908,0.5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1785,D09,yPMK295_LT,Dinaciclib (SCH727965)_5,C07,11.097,LC,-12.615,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1893,D09,yPMK295_LT,Dinaciclib (SCH727965)_0.5,F07,12.966,LC,-12.349,0.5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Dinaciclib (SCH727965),1891,D09,yPDB516_LT1,Dinaciclib (SCH727965)_0.5,F07,0.897,LC,-8.326,0.5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),663,D04,yPMK295_LT,Flavopiridol (Alvocidib)_5,B05,11.454,LC,-11.305,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),770,D04,yPJF520_LT1,Flavopiridol (Alvocidib)_0.5,E05,54.853,CV2,-0.605,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),661,D04,yPDB516_LT1,Flavopiridol (Alvocidib)_5,B05,-0.01,LC,-7.165,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),662,D04,yPJF520_LT1,Flavopiridol (Alvocidib)_5,B05,2.479,LC,-1.795,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),771,D04,yPMK295_LT,Flavopiridol (Alvocidib)_0.5,E05,112.122,CV1,1.637,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol (Alvocidib),769,D04,yPDB516_LT1,Flavopiridol (Alvocidib)_0.5,E05,112.178,CV1,0.404,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1594,D08,yPDB516_LT1,Flavopiridol HCl_5,D04,0.43,LC,-10.615,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1702,D08,yPDB516_LT1,Flavopiridol HCl_0.5,G04,94.541,CV1,-0.642,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1704,D08,yPMK295_LT,Flavopiridol HCl_0.5,G04,86.813,CV1,-1.913,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1596,D08,yPMK295_LT,Flavopiridol HCl_5,D04,11.466,LC,-12.974,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1595,D08,yPJF520_LT1,Flavopiridol HCl_5,D04,4.91,LC,-8.54,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Flavopiridol HCl,1703,D08,yPJF520_LT1,Flavopiridol HCl_0.5,G04,103.888,CV1,0.456,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2765,D13,yPJF520_LT1,LDC000067_0.5,F10,122.652,HI,2.085,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2656,D13,yPDB516_LT1,LDC000067_5,C10,98.643,CV1,-0.282,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2766,D13,yPMK295_LT,LDC000067_0.5,F10,104.327,CV1,11.745,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2658,D13,yPMK295_LT,LDC000067_5,C10,120.239,HI,31.269,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2657,D13,yPJF520_LT1,LDC000067_5,C10,97.421,CV1,0.191,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
LDC000067,2764,D13,yPDB516_LT1,LDC000067_0.5,F10,95.413,CV1,-0.518,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1886,D09,yPJF520_LT1,Milciclib (PHA-848125)_0.5,F05,73.341,CV2,-0.786,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1887,D09,yPMK295_LT,Milciclib (PHA-848125)_0.5,F05,94.372,CV1,-0.766,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1779,D09,yPMK295_LT,Milciclib (PHA-848125)_5,C05,30.803,LC,-9.811,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1777,D09,yPDB516_LT1,Milciclib (PHA-848125)_5,C05,35.902,LC,-5.381,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1885,D09,yPDB516_LT1,Milciclib (PHA-848125)_0.5,F05,95.146,CV1,-0.396,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Milciclib (PHA-848125),1778,D09,yPJF520_LT1,Milciclib (PHA-848125)_5,C05,34.299,LC,-2.034,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2533,D12,yPDB516_LT1,NU6027_0.5,F05,92.047,CV1,-1.176,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2535,D12,yPMK295_LT,NU6027_0.5,F05,107.773,CV1,0.761,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2534,D12,yPJF520_LT1,NU6027_0.5,F05,85.504,CV1,-0.732,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2426,D12,yPJF520_LT1,NU6027_5,C05,62.57,CV2,-2.591,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2427,D12,yPMK295_LT,NU6027_5,C05,100.764,CV1,-0.786,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
NU6027,2425,D12,yPDB516_LT1,NU6027_5,C05,74.911,CV2,-3.328,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3258,D16,yPMK295_LT,P276-00_5,B06,15.949,LC,-10.985,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3356,D16,yPJF520_LT1,P276-00_0.5,E06,145.688,HI,5.132,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3357,D16,yPMK295_LT,P276-00_0.5,E06,111.457,CV1,1.618,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3355,D16,yPDB516_LT1,P276-00_0.5,E06,102.159,CV1,-0.025,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3256,D16,yPDB516_LT1,P276-00_5,B06,0.218,LC,-6.754,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
P276-00,3257,D16,yPJF520_LT1,P276-00_5,B06,5.016,LC,-11.926,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3266,D16,yPJF520_LT1,Palbociclib (PD-0332991) HCl_5,B09,69.315,CV2,-4.129,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3267,D16,yPMK295_LT,Palbociclib (PD-0332991) HCl_5,B09,39.397,LC,-7.891,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3265,D16,yPDB516_LT1,Palbociclib (PD-0332991) HCl_5,B09,103.443,CV1,0.06,5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3364,D16,yPDB516_LT1,Palbociclib (PD-0332991) HCl_0.5,E09,105.517,CV1,0.197,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3366,D16,yPMK295_LT,Palbociclib (PD-0332991) HCl_0.5,E09,89.394,CV1,-1.293,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
Palbociclib (PD-0332991) HCl,3365,D16,yPJF520_LT1,Palbociclib (PD-0332991) HCl_0.5,E09,148.864,HI,5.517,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1880,D09,yPJF520_LT1,PHA-767491_0.5,F03,90.689,CV1,-0.231,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1879,D09,yPDB516_LT1,PHA-767491_0.5,F03,93.537,CV1,-0.532,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1881,D09,yPMK295_LT,PHA-767491_0.5,F03,87.849,CV1,-1.694,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1772,D09,yPJF520_LT1,PHA-767491_5,C03,6.139,LC,-2.935,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1773,D09,yPMK295_LT,PHA-767491_5,C03,14.536,LC,-12.126,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-767491,1771,D09,yPDB516_LT1,PHA-767491_5,C03,20.172,LC,-6.704,5,Hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
PHA-793887,1022,D05,yPJF520_LT1,PHA-793887_0.5,F05,85.793,CV1,-0.401,0.5,No hit,Cell Cycle,CDK,PLK1/CDK/c-myc/Rho,Cell-cycle progression
